PdsEventNew(muon_time=125, michel_time=192, muon_intensity=4.89134, michel_intensity=2.11457, third_intensity=0.635399, posX=59.9291, posY=424.091, posZ=354.071, energy=44.1606, lifetime=1.16919, pdg=-11, eventID=13825, trackID=15, date=20250828, reco_lifetime=1072, true_lifetime=1169.19, diff_lifetime=-97.19000000000005, michel_rise=0.0845828, michel_drop=0.132534375)
Event 22: PdsEventNew(muon_time=126, michel_time=234, muon_intensity=10.1852, michel_intensity=1.64776, third_intensity=0.655753, posX=49.8282, posY=100.231, posZ=86.8828, energy=32.0106, lifetime=0.0531267, pdg=11, eventID=18370, trackID=17, date=20250828, reco_lifetime=1728, true_lifetime=53.1267, diff_lifetime=1674.8733, michel_rise=0.09154222222222222, michel_drop=0.1107552380952381)


Event 23: PdsEventNew(muon_time=127, michel_time=170, muon_intensity=18.6069, michel_intensity=2.8836, third_intensity=1.02473, posX=-108.053, posY=245.323, posZ=332.068, energy=34.9806, lifetime=0.224502, pdg=11, eventID=18602, trackID=8, date=20250828, reco_lifetime=688, true_lifetime=224.502, diff_lifetime=463.498, michel_rise=0.1696235294117647, michel_drop=0.10748970588235295)


Event 24: PdsEventNew(muon_time=126, michel_time=372, muon_intensity=11.511, michel_intensity=2.26144, third_intensity=1.29519, posX=41.0322, posY=522.176, posZ=35.1854, energy=-1.0, lifetime=-1.0, pdg=0, eventID=18846, trackID=32, date=20250828, reco_lifetime=3936, true_lifetime=-1000.0, diff_lifetime=4936.0, michel_rise=0.07798068965517241, michel_drop=0.14199)
Event 25: PdsEventNew(muon_time=126, michel_time=884, muon_intensity=9.56702, michel_intensity=3.25801, third_intensity=0.935454, posX=68.3053, posY=335.825, posZ=209.853, energy=31.3106, lifetime=0.0755973, pdg=11, eventID=19632, trackID=8, date=20250828, reco_lifetime=12128, true_lifetime=75.5973, diff_lifetime=12052.4027, michel_rise=0.17267625, michel_drop=0.17147421052631578)


Event 26: PdsEventNew(muon_time=126, michel_time=429, muon_intensity=7.44653, michel_intensity=1.46482, third_intensity=0.80945, posX=10.1611, posY=311.224, posZ=88.9759, energy=45.7504, lifetime=1.91504, pdg=-11, eventID=19695, trackID=15, date=20250828, reco_lifetime=4848, true_lifetime=1915.04, diff_lifetime=2932.96, michel_rise=0.13583227272727272, michel_drop=0.10463)


Event 27: PdsEventNew(muon_time=125, michel_time=157, muon_intensity=4.94256, michel_intensity=1.30959, third_intensity=0.496366, posX=-109.428, posY=233.192, posZ=381.746, energy=18.014, lifetime=2.15069, pdg=-11, eventID=19840, trackID=2, date=20250828, reco_lifetime=512, true_lifetime=2150.69, diff_lifetime=-1638.69, michel_rise=0.11629538461538462, michel_drop=0.08730600000000001)


Event 28: PdsEventNew(muon_time=128, michel_time=355, muon_intensity=8.03193, michel_intensity=3.4457, third_intensity=0.451472, posX=-79.4324, posY=507.526, posZ=377.004, energy=35.0055, lifetime=3.86398, pdg=-11, eventID=2221, trackID=20, date=20250828, reco_lifetime=3632, true_lifetime=3863.98, diff_lifetime=-231.98000000000002, michel_rise=0.18803999999999998, michel_drop=0.172285)


Event 29: PdsEventNew(muon_time=126, michel_time=225, muon_intensity=12.9043, michel_intensity=2.35506, third_intensity=0.404338, posX=54.3204, posY=202.644, posZ=221.66, energy=-1.0, lifetime=-1.0, pdg=0, eventID=2331, trackID=17, date=20250828, reco_lifetime=1584, true_lifetime=-1000.0, diff_lifetime=2584.0, michel_rise=0.1682185714285714, michel_drop=0.1222475)
Event 30: PdsEventNew(muon_time=126, michel_time=181, muon_intensity=5.27148, michel_intensity=0.982157, third_intensity=0.30846, posX=86.3538, posY=438.436, posZ=399.837, energy=21.2101, lifetime=2.12058, pdg=-11, eventID=2741, trackID=20, date=20250828, reco_lifetime=880, true_lifetime=2120.58, diff_lifetime=-1240.58, michel_rise=0.07015407142857143, michel_drop=0.0679525)


Event 31: PdsEventNew(muon_time=127, michel_time=274, muon_intensity=10.3823, michel_intensity=1.71031, third_intensity=0.587805, posX=88.2454, posY=112.67, posZ=263.172, energy=14.8698, lifetime=0.626034, pdg=-11, eventID=2771, trackID=3, date=20250828, reco_lifetime=2352, true_lifetime=626.034, diff_lifetime=1725.966, michel_rise=0.11402066666666667, michel_drop=0.07844041666666667)


Event 32: PdsEventNew(muon_time=127, michel_time=193, muon_intensity=10.0043, michel_intensity=1.47273, third_intensity=0.845339, posX=75.7105, posY=459.954, posZ=276.99, energy=26.6471, lifetime=0.238164, pdg=11, eventID=2773, trackID=22, date=20250828, reco_lifetime=1056, true_lifetime=238.164, diff_lifetime=817.836, michel_rise=0.0775121052631579, michel_drop=0.08461222222222223)
Event 33: PdsEventNew(muon_time=127, michel_time=929, muon_intensity=10.8438, michel_intensity=3.47483, third_intensity=1.07281, posX=42.4697, posY=376.089, posZ=174.5, energy=40.2321, lifetime=0.0364157, pdg=-11, eventID=2935, trackID=16, date=20250828, reco_lifetime=12832, true_lifetime=36.4157, diff_lifetime=12795.5843, michel_rise=0.1737415, michel_drop=0.09296631578947367)
Event 34: PdsEventNew(muon_time=127, michel_time=202, muon_intensity=10.5432, michel_intensity=1.40852, third_intensity=0.60918, posX=92.8411, posY=399.858, posZ=421.059, energy=46.6307, lifetime=0.170326, pdg=11, eventID=2, trackID=9, date=20250828, reco_lifetime=1200, true_lifetime=170.326, diff_lifetime=1029.674, michel_rise=0.0880325, michel_drop=0.0700516)


Event 35: PdsEventNew(muon_time=126, michel_time=198, muon_intensity=5.39351, michel_intensity=1.27655, third_intensity=0.59211, posX=53.9048, posY=348.058, posZ=130.4, energy=44.0481, lifetime=0.393704, pdg=-11, eventID=3266, trackID=20, date=20250828, reco_lifetime=1152, true_lifetime=393.704, diff_lifetime=758.296, michel_rise=0.07509117647058824, michel_drop=0.11525470588235294)


Event 36: PdsEventNew(muon_time=127, michel_time=433, muon_intensity=7.41971, michel_intensity=1.82365, third_intensity=0.571273, posX=61.3708, posY=236.798, posZ=332.99, energy=26.4983, lifetime=0.0597922, pdg=11, eventID=4223, trackID=6, date=20250828, reco_lifetime=4896, true_lifetime=59.792199999999994, diff_lifetime=4836.2078, michel_rise=0.11565347826086957, michel_drop=0.12157666666666667)
Event 37: PdsEventNew(muon_time=126, michel_time=160, muon_intensity=21.5574, michel_intensity=3.72141, third_intensity=1.33584, posX=-156.034, posY=293.624, posZ=431.893, energy=23.4799, lifetime=11.736, pdg=-11, eventID=4989, trackID=8, date=20250828, reco_lifetime=544, true_lifetime=11736.0, diff_lifetime=-11192.0, michel_rise=0.2189064705882353, michel_drop=0.24540722222222222)
Event 38: PdsEventNew(muon_time=127, michel_time=530, muon_intensity=21.9941, michel_intensity=5.46944, third_intensity=1.14908, posX=-164.047, posY=308.132, posZ=313.577, energy=42.993, lifetime=0.316407, pdg=11, eventID=522, trackID=6, date=20250828, reco_lifetime=6448, true_lifetime=316.407, diff_lifetime=6131.593, michel_rise=0.2935765, michel_drop=0.13340097560975608)
Event 39: PdsEventNew(muon_time=127, michel_time=178, muon_intensity=6.06532, michel_intensity=1.22418, third_intensity=0.438869, posX=91.4456, posY=72.815, posZ=424.516, energy=30.5642, lifetime=0.147086, pdg=11, eventID=5350, trackID=13, date=20250828, reco_lifetime=816, true_lifetime=147.08599999999998, diff_lifetime=668.914, michel_rise=0.081612, michel_drop=0.09402529411764705)


Event 40: PdsEventNew(muon_time=125, michel_time=179, muon_intensity=9.32894, michel_intensity=1.71784, third_intensity=0.976686, posX=49.3134, posY=232.391, posZ=165.497, energy=22.6396, lifetime=3.96476, pdg=-11, eventID=6281, trackID=18, date=20250828, reco_lifetime=864, true_lifetime=3964.76, diff_lifetime=-3100.76, michel_rise=0.085892, michel_drop=0.07355)


Event 41: PdsEventNew(muon_time=126, michel_time=924, muon_intensity=9.44988, michel_intensity=2.54147, third_intensity=1.18326, posX=76.8316, posY=353.904, posZ=268.542, energy=45.3732, lifetime=0.680539, pdg=-11, eventID=7491, trackID=14, date=20250828, reco_lifetime=12768, true_lifetime=680.539, diff_lifetime=12087.461, michel_rise=0.10587961538461539, michel_drop=0.12102238095238095)


Event 42: PdsEventNew(muon_time=128, michel_time=393, muon_intensity=26.4082, michel_intensity=11.0885, third_intensity=4.56935, posX=158.281, posY=262.244, posZ=273.662, energy=30.5952, lifetime=1.60602, pdg=-11, eventID=7911, trackID=3, date=20250828, reco_lifetime=4240, true_lifetime=1606.02, diff_lifetime=2633.98, michel_rise=0.7369777777777777, michel_drop=0.39601785714285714)


Event 43: PdsEventNew(muon_time=127, michel_time=913, muon_intensity=10.6, michel_intensity=5.13153, third_intensity=2.33963, posX=133.368, posY=176.333, posZ=264.048, energy=-1.0, lifetime=-1.0, pdg=0, eventID=8814, trackID=14, date=20250828, reco_lifetime=12576, true_lifetime=-1000.0, diff_lifetime=13576.0, michel_rise=0.2345840909090909, michel_drop=0.12217928571428571)
Event 44: PdsEventNew(muon_time=125, michel_time=162, muon_intensity=3.99289, michel_intensity=1.95306, third_intensity=0.52612, posX=67.9105, posY=405.941, posZ=387.2, energy=-1.0, lifetime=-1.0, pdg=0, eventID=8911, trackID=1, date=20250828, reco_lifetime=592, true_lifetime=-1000.0, diff_lifetime=1592.0, michel_rise=0.11488588235294117, michel_drop=0.14320894736842105)
Event 45: PdsEventNew(muon_time=127, michel_time=185, muon_intensity=9.8598, michel_intensity=1.35764, third_intensity=0.541073, posX=113.58, posY=358.516, posZ=383.725, energy=39.9254, lifetime=0.121153, pdg=-11, eventID=10009, trackID=2, date=20250916, reco_lifetime=928, true_lifetime=121.15299999999999, diff_lifetime=806.847, michel_rise=0.10443384615384615, michel_drop=0.115664)
Event 46: PdsEventNew(muon_time=124, michel_time=180, muon_intensity=6.02125, michel_intensity=1.62377, third_intensity=0.662528, posX=-79.4224, posY=280.226, posZ=304.535, energy=25.7924, lifetime=0.748833, pdg=-11, eventID=11076, trackID=1, date=20250916, reco_lifetime=896, true_lifetime=748.833, diff_lifetime=147.16700000000003, michel_rise=0.08546157894736842, michel_drop=0.07793538461538461)
Event 47: PdsEventNew(muon_time=127, michel_time=175, muon_intensity=13.3664, michel_intensity=1.76191, third_intensity=0.935072, posX=-41.1628, posY=261.063, posZ=259.601, energy=-1.0, lifetime=-1.0, pdg=0, eventID=11780, trackID=7, date=20250916, reco_lifetime=768, true_lifetime=-1000.0, diff_lifetime=1768.0, michel_rise=0.1258507142857143, michel_drop=0.15697388888888889)
Event 48: PdsEventNew(muon_time=128, michel_time=264, muon_intensity=108.81, michel_intensity=31.7721, third_intensity=3.28238, posX=-322.719, posY=299.954, posZ=350.837, energy=-1.0, lifetime=-1.0, pdg=0, eventID=11994, trackID=21, date=20250916, reco_lifetime=2176, true_lifetime=-1000.0, diff_lifetime=3176.0, michel_rise=1.7547263157894735, michel_drop=1.7651166666666667)
Event 49: PdsEventNew(muon_time=127, michel_time=172, muon_intensity=12.8543, michel_intensity=2.80216, third_intensity=1.15887, posX=-129.765, posY=267.563, posZ=335.945, energy=21.6297, lifetime=0.143608, pdg=-11, eventID=12007, trackID=8, date=20250916, reco_lifetime=720, true_lifetime=143.608, diff_lifetime=576.392, michel_rise=0.14842954545454545, michel_drop=0.12183304347826088)
Event 50: PdsEventNew(muon_time=127, michel_time=416, muon_intensity=14.7999, michel_intensity=1.99579, third_intensity=1.02756, posX=144.913, posY=490.587, posZ=405.596, energy=-1.0, lifetime=-1.0, pdg=0, eventID=1235, trackID=14, date=20250916, reco_lifetime=4624, true_lifetime=-1000.0, diff_lifetime=5624.0, michel_rise=0.14384105263157895, michel_drop=0.07127821428571428)
Event 51: PdsEventNew(muon_time=127, michel_time=170, muon_intensity=10.1089, michel_intensity=1.98601, third_intensity=0.439513, posX=87.1978, posY=105.07, posZ=131.24, energy=26.4946, lifetime=0.257784, pdg=11, eventID=12867, trackID=10, date=20250916, reco_lifetime=688, true_lifetime=257.784, diff_lifetime=430.216, michel_rise=0.14185785714285715, michel_drop=0.08777785714285714)
Event 52: PdsEventNew(muon_time=126, michel_time=964, muon_intensity=9.50152, michel_intensity=2.83373, third_intensity=1.1583, posX=43.4748, posY=131.439, posZ=102.289, energy=38.855, lifetime=0.0304239, pdg=-11, eventID=14187, trackID=13, date=20250916, reco_lifetime=13408, true_lifetime=30.4239, diff_lifetime=13377.5761, michel_rise=0.11588888888888889, michel_drop=0.12320565217391305)
Event 53: PdsEventNew(muon_time=126, michel_time=161, muon_intensity=13.086, michel_intensity=2.04476, third_intensity=1.08956, posX=-88.7516, posY=275.098, posZ=344.907, energy=47.7476, lifetime=0.490235, pdg=11, eventID=15008, trackID=7, date=20250916, reco_lifetime=560, true_lifetime=490.23499999999996, diff_lifetime=69.76500000000004, michel_rise=0.11809388888888889, michel_drop=0.1277975)
Event 54: PdsEventNew(muon_time=128, michel_time=276, muon_intensity=55.7972, michel_intensity=12.4283, third_intensity=0.8355, posX=230.315, posY=253.52, posZ=254.868, energy=-1.0, lifetime=-1.0, pdg=0, eventID=15025, trackID=0, date=20250916, reco_lifetime=2368, true_lifetime=-1000.0, diff_lifetime=3368.0, michel_rise=0.8348111111111112, michel_drop=0.4780115384615385)
Event 55: PdsEventNew(muon_time=127, michel_time=244, muon_intensity=9.23856, michel_intensity=1.32034, third_intensity=0.585366, posX=85.8985, posY=72.6982, posZ=276.775, energy=33.5988, lifetime=0.282682, pdg=-11, eventID=15236, trackID=2, date=20250916, reco_lifetime=1872, true_lifetime=282.682, diff_lifetime=1589.318, michel_rise=0.066017, michel_drop=0.09792571428571428)
Event 56: PdsEventNew(muon_time=128, michel_time=443, muon_intensity=62.1079, michel_intensity=11.9656, third_intensity=5.49803, posX=229.993, posY=271.813, posZ=62.7624, energy=31.9281, lifetime=0.484947, pdg=11, eventID=15434, trackID=0, date=20250916, reco_lifetime=5040, true_lifetime=484.947, diff_lifetime=4555.053, michel_rise=0.6653952380952382, michel_drop=0.42734285714285714)
Event 57: PdsEventNew(muon_time=126, michel_time=506, muon_intensity=9.75745, michel_intensity=1.82615, third_intensity=0.913778, posX=35.6342, posY=118.906, posZ=164.637, energy=29.5997, lifetime=1.83769, pdg=11, eventID=15504, trackID=8, date=20250916, reco_lifetime=6080, true_lifetime=1837.69, diff_lifetime=4242.3099999999995, michel_rise=0.07273642857142858, michel_drop=0.10145277777777778)
Event 58: PdsEventNew(muon_time=127, michel_time=163, muon_intensity=9.64281, michel_intensity=1.53711, third_intensity=0.766146, posX=28.3331, posY=283.871, posZ=420.135, energy=36.8258, lifetime=1.37061, pdg=11, eventID=15540, trackID=17, date=20250916, reco_lifetime=576, true_lifetime=1370.6100000000001, diff_lifetime=-794.6100000000001, michel_rise=0.102474, michel_drop=0.103498125)
Event 59: PdsEventNew(muon_time=127, michel_time=271, muon_intensity=24.5946, michel_intensity=6.43061, third_intensity=1.19336, posX=147.598, posY=36.1781, posZ=166.068, energy=-1.0, lifetime=-1.0, pdg=0, eventID=1567, trackID=7, date=20250916, reco_lifetime=2304, true_lifetime=-1000.0, diff_lifetime=3304.0, michel_rise=0.3816021052631579, michel_drop=0.3782711764705882)
Event 60: PdsEventNew(muon_time=127, michel_time=856, muon_intensity=12.4799, michel_intensity=4.24945, third_intensity=0.791593, posX=68.4737, posY=371.028, posZ=244.886, energy=26.6139, lifetime=0.564593, pdg=-11, eventID=15973, trackID=16, date=20250916, reco_lifetime=11664, true_lifetime=564.593, diff_lifetime=11099.407, michel_rise=0.22271000000000002, michel_drop=0.1327953125)
Event 61: PdsEventNew(muon_time=126, michel_time=164, muon_intensity=7.42916, michel_intensity=1.38038, third_intensity=0.599424, posX=112.441, posY=173.908, posZ=411.894, energy=24.5406, lifetime=2.76633, pdg=-11, eventID=1639, trackID=6, date=20250916, reco_lifetime=608, true_lifetime=2766.33, diff_lifetime=-2158.33, michel_rise=0.09202533333333333, michel_drop=0.08027538461538461)
Event 62: PdsEventNew(muon_time=126, michel_time=171, muon_intensity=7.09884, michel_intensity=1.14442, third_intensity=0.498804, posX=54.4095, posY=292.398, posZ=351.293, energy=16.9335, lifetime=1.15957, pdg=-11, eventID=16461, trackID=5, date=20250916, reco_lifetime=720, true_lifetime=1159.57, diff_lifetime=-439.56999999999994, michel_rise=0.08450066666666665, michel_drop=0.08803230769230769)
Event 63: PdsEventNew(muon_time=128, michel_time=858, muon_intensity=26.1159, michel_intensity=8.08551, third_intensity=1.17444, posX=161.596, posY=305.008, posZ=329.906, energy=32.1871, lifetime=0.147499, pdg=11, eventID=16648, trackID=7, date=20250916, reco_lifetime=11680, true_lifetime=147.499, diff_lifetime=11532.501, michel_rise=0.3719480769230769, michel_drop=0.4756182352941176)
Event 64: PdsEventNew(muon_time=126, michel_time=172, muon_intensity=9.0037, michel_intensity=1.51572, third_intensity=0.762335, posX=26.3672, posY=303.965, posZ=173.641, energy=52.7893, lifetime=0.0607567, pdg=11, eventID=16695, trackID=18, date=20250916, reco_lifetime=736, true_lifetime=60.756699999999995, diff_lifetime=675.2433, michel_rise=0.11659384615384615, michel_drop=0.13100777777777778)
Event 65: PdsEventNew(muon_time=127, michel_time=295, muon_intensity=7.87196, michel_intensity=3.05939, third_intensity=0.443014, posX=60.5168, posY=34.8921, posZ=366.423, energy=45.8615, lifetime=0.453117, pdg=-11, eventID=17297, trackID=0, date=20250916, reco_lifetime=2688, true_lifetime=453.117, diff_lifetime=2234.883, michel_rise=0.27022529411764706, michel_drop=0.16996611111111112)
Event 66: PdsEventNew(muon_time=124, michel_time=191, muon_intensity=5.23663, michel_intensity=1.37642, third_intensity=0.554383, posX=13.8651, posY=157.563, posZ=33.8382, energy=13.5124, lifetime=0.847564, pdg=11, eventID=18119, trackID=9, date=20250916, reco_lifetime=1072, true_lifetime=847.564, diff_lifetime=224.43600000000004, michel_rise=0.0689855, michel_drop=0.04746275862068965)


Event 67: PdsEventNew(muon_time=125, michel_time=233, muon_intensity=5.04185, michel_intensity=1.34974, third_intensity=0.562485, posX=63.2239, posY=278.577, posZ=387.9, energy=-1.0, lifetime=-1.0, pdg=0, eventID=18957, trackID=2, date=20250916, reco_lifetime=1728, true_lifetime=-1000.0, diff_lifetime=2728.0, michel_rise=0.088506875, michel_drop=0.046542758620689656)


Event 68: PdsEventNew(muon_time=126, michel_time=392, muon_intensity=10.8792, michel_intensity=3.78516, third_intensity=1.15894, posX=93.3984, posY=393.019, posZ=78.7953, energy=27.1647, lifetime=6.85497, pdg=-11, eventID=19370, trackID=15, date=20250916, reco_lifetime=4256, true_lifetime=6854.969999999999, diff_lifetime=-2598.9699999999993, michel_rise=0.22863789473684212, michel_drop=0.16457217391304346)
Event 69: PdsEventNew(muon_time=125, michel_time=167, muon_intensity=4.18878, michel_intensity=1.50786, third_intensity=0.845062, posX=-134.143, posY=145.616, posZ=434.765, energy=40.0037, lifetime=1.71707, pdg=-11, eventID=19586, trackID=2, date=20250916, reco_lifetime=672, true_lifetime=1717.0700000000002, diff_lifetime=-1045.0700000000002, michel_rise=0.100524, michel_drop=0.10537)
Event 70: PdsEventNew(muon_time=127, michel_time=163, muon_intensity=14.0765, michel_intensity=2.70054, third_intensity=0.591868, posX=78.2985, posY=312.588, posZ=124.061, energy=37.5917, lifetime=0.519452, pdg=-11, eventID=19970, trackID=11, date=20250916, reco_lifetime=576, true_lifetime=519.452, diff_lifetime=56.548, michel_rise=0.14661526315789475, michel_drop=0.09312206896551725)
Event 71: PdsEventNew(muon_time=126, michel_time=163, muon_intensity=10.9349, michel_intensity=1.55455, third_intensity=0.539813, posX=45.4614, posY=98.5276, posZ=158.266, energy=25.0408, lifetime=0.141931, pdg=-11, eventID=2235, trackID=0, date=20250916, reco_lifetime=592, true_lifetime=141.931, diff_lifetime=450.06899999999996, michel_rise=0.09144411764705883, michel_drop=0.14117277777777779)
Event 72: PdsEventNew(muon_time=125, michel_time=171, muon_intensity=3.97089, michel_intensity=1.14549, third_intensity=0.478637, posX=-48.9311, posY=284.501, posZ=233.434, energy=41.2604, lifetime=1.16856, pdg=-11, eventID=2264, trackID=14, date=20250916, reco_lifetime=736, true_lifetime=1168.56, diff_lifetime=-432.55999999999995, michel_rise=0.08182071428571427, michel_drop=0.09923384615384616)
Event 73: PdsEventNew(muon_time=126, michel_time=187, muon_intensity=11.2228, michel_intensity=1.98641, third_intensity=0.968813, posX=-115.603, posY=285.627, posZ=360.331, energy=46.9156, lifetime=0.318014, pdg=-11, eventID=2312, trackID=14, date=20250916, reco_lifetime=976, true_lifetime=318.014, diff_lifetime=657.986, michel_rise=0.11035611111111111, michel_drop=0.055127551020408165)
Event 74: PdsEventNew(muon_time=127, michel_time=178, muon_intensity=12.5833, michel_intensity=2.02761, third_intensity=0.393807, posX=-176.8, posY=61.6591, posZ=318.65, energy=-1.0, lifetime=-1.0, pdg=0, eventID=2716, trackID=5, date=20250916, reco_lifetime=816, true_lifetime=-1000.0, diff_lifetime=1816.0, michel_rise=0.15597, michel_drop=0.07901739130434782)
Event 75: PdsEventNew(muon_time=126, michel_time=246, muon_intensity=8.92689, michel_intensity=1.70217, third_intensity=0.940829, posX=55.7022, posY=271.513, posZ=179.076, energy=-1.0, lifetime=-1.0, pdg=0, eventID=3586, trackID=6, date=20250916, reco_lifetime=1920, true_lifetime=-1000.0, diff_lifetime=2920.0, michel_rise=0.060791785714285715, michel_drop=0.08477)
Event 76: PdsEventNew(muon_time=126, michel_time=297, muon_intensity=10.226, michel_intensity=1.78031, third_intensity=0.676998, posX=69.9959, posY=109.3, posZ=142.943, energy=-1.0, lifetime=-1.0, pdg=0, eventID=4918, trackID=6, date=20250916, reco_lifetime=2736, true_lifetime=-1000.0, diff_lifetime=3736.0, michel_rise=0.10751250000000001, michel_drop=0.13694692307692308)
Event 77: PdsEventNew(muon_time=128, michel_time=443, muon_intensity=16.4817, michel_intensity=5.53094, third_intensity=1.57333, posX=-115.657, posY=129.616, posZ=341.137, energy=45.7654, lifetime=1.20968, pdg=-11, eventID=6239, trackID=1, date=20250916, reco_lifetime=5040, true_lifetime=1209.68, diff_lifetime=3830.3199999999997, michel_rise=0.39103888888888894, michel_drop=0.3253494117647059)
Event 78: PdsEventNew(muon_time=126, michel_time=176, muon_intensity=9.48014, michel_intensity=2.16287, third_intensity=0.843966, posX=67.6492, posY=422.22, posZ=224.942, energy=-1.0, lifetime=-1.0, pdg=0, eventID=7174, trackID=13, date=20250916, reco_lifetime=800, true_lifetime=-1000.0, diff_lifetime=1800.0, michel_rise=0.10814349999999999, michel_drop=0.1659776470588235)
Event 79: PdsEventNew(muon_time=128, michel_time=243, muon_intensity=25.4573, michel_intensity=5.25956, third_intensity=1.66726, posX=100.237, posY=287.35, posZ=407.43, energy=-1.0, lifetime=-1.0, pdg=0, eventID=7376, trackID=17, date=20250916, reco_lifetime=1840, true_lifetime=-1000.0, diff_lifetime=2840.0, michel_rise=0.1730790625, michel_drop=0.262978)
Event 80: PdsEventNew(muon_time=127, michel_time=598, muon_intensity=11.0681, michel_intensity=2.20626, third_intensity=0.710154, posX=49.7019, posY=128.385, posZ=394.442, energy=11.9909, lifetime=0.182368, pdg=-11, eventID=8367, trackID=9, date=20250916, reco_lifetime=7536, true_lifetime=182.368, diff_lifetime=7353.632, michel_rise=0.1403028, michel_drop=0.08825039999999999)
Event 81: PdsEventNew(muon_time=129, michel_time=190, muon_intensity=122.162, michel_intensity=23.2862, third_intensity=0.956667, posX=311.3, posY=224.973, posZ=312.982, energy=-1.0, lifetime=-1.0, pdg=0, eventID=8868, trackID=23, date=20250916, reco_lifetime=976, true_lifetime=-1000.0, diff_lifetime=1976.0, michel_rise=1.6633, michel_drop=0.7246037037037036)
Event 82: PdsEventNew(muon_time=128, michel_time=204, muon_intensity=15.7782, michel_intensity=2.12665, third_intensity=0.863135, posX=11.1533, posY=315.7, posZ=370.521, energy=45.953, lifetime=0.651317, pdg=-11, eventID=8934, trackID=9, date=20250916, reco_lifetime=1216, true_lifetime=651.317, diff_lifetime=564.683, michel_rise=0.11192894736842106, michel_drop=0.07282625)
Event 83: PdsEventNew(muon_time=127, michel_time=187, muon_intensity=17.3384, michel_intensity=2.5465, third_intensity=1.152, posX=139.577, posY=274.472, posZ=434.47, energy=-1.0, lifetime=-1.0, pdg=0, eventID=9019, trackID=7, date=20250916, reco_lifetime=960, true_lifetime=-1000.0, diff_lifetime=1960.0, michel_rise=0.14147222222222222, michel_drop=0.13849185185185184)
Event 84: PdsEventNew(muon_time=128, michel_time=269, muon_intensity=180.614, michel_intensity=30.1984, third_intensity=10.4771, posX=292.384, posY=220.831, posZ=66.3085, energy=13.4974, lifetime=1.28169, pdg=-11, eventID=9035, trackID=5, date=20250916, reco_lifetime=2256, true_lifetime=1281.69, diff_lifetime=974.31, michel_rise=1.8874, michel_drop=0.6800877551020408)
Event 85: PdsEventNew(muon_time=128, michel_time=1013, muon_intensity=51.7575, michel_intensity=17.1262, third_intensity=1.80605, posX=192.859, posY=81.7139, posZ=191.199, energy=47.5481, lifetime=0.178749, pdg=-11, eventID=9038, trackID=3, date=20250916, reco_lifetime=14160, true_lifetime=178.749, diff_lifetime=13981.251, michel_rise=0.6587000000000001, michel_drop=2.500436363636364)
Event 86: PdsEventNew(muon_time=127, michel_time=164, muon_intensity=12.1119, michel_intensity=1.80128, third_intensity=0.951364, posX=-142.862, posY=308.133, posZ=235.049, energy=28.8012, lifetime=0.36372, pdg=11, eventID=9370, trackID=1, date=20250916, reco_lifetime=592, true_lifetime=363.71999999999997, diff_lifetime=228.28000000000003, michel_rise=0.0857752380952381, michel_drop=0.14841785714285716)
Event 87: PdsEventNew(muon_time=129, michel_time=757, muon_intensity=80.4977, michel_intensity=27.7955, third_intensity=2.98204, posX=240.937, posY=196.133, posZ=216.804, energy=52.3029, lifetime=0.167225, pdg=-11, eventID=10075, trackID=5, date=20250917, reco_lifetime=10048, true_lifetime=167.22500000000002, diff_lifetime=9880.775, michel_rise=1.1521178571428572, michel_drop=0.9584655172413793)
Event 88: PdsEventNew(muon_time=126, michel_time=239, muon_intensity=10.0921, michel_intensity=3.42244, third_intensity=1.40286, posX=42.4766, posY=362.673, posZ=140.336, energy=47.3639, lifetime=0.716787, pdg=-11, eventID=10090, trackID=15, date=20250917, reco_lifetime=1808, true_lifetime=716.7869999999999, diff_lifetime=1091.2130000000002, michel_rise=0.12695386363636363, michel_drop=0.2139025)
Event 89: PdsEventNew(muon_time=129, michel_time=244, muon_intensity=176.649, michel_intensity=26.4436, third_intensity=0.686318, posX=300.793, posY=187.95, posZ=235.081, energy=-1.0, lifetime=-1.0, pdg=0, eventID=10312, trackID=13, date=20250917, reco_lifetime=1840, true_lifetime=-1000.0, diff_lifetime=2840.0, michel_rise=1.555505882352941, michel_drop=1.40447)
Event 90: PdsEventNew(muon_time=128, michel_time=301, muon_intensity=167.306, michel_intensity=31.7689, third_intensity=2.36354, posX=314.689, posY=87.1623, posZ=176.442, energy=-1.0, lifetime=-1.0, pdg=0, eventID=10950, trackID=5, date=20250917, reco_lifetime=2768, true_lifetime=-1000.0, diff_lifetime=3768.0, michel_rise=2.030277777777778, michel_drop=1.6720473684210526)
Event 91: PdsEventNew(muon_time=127, michel_time=665, muon_intensity=8.21863, michel_intensity=2.73224, third_intensity=0.574019, posX=68.2217, posY=437.837, posZ=238.761, energy=50.2511, lifetime=0.137885, pdg=11, eventID=10964, trackID=19, date=20250917, reco_lifetime=8608, true_lifetime=137.88500000000002, diff_lifetime=8470.115, michel_rise=0.176586, michel_drop=0.136612)
