PdsEventNew(muon_time=125, michel_time=192, muon_intensity=4.89134, michel_intensity=2.11457, third_intensity=0.635399, posX=59.9291, posY=424.091, posZ=354.071, energy=44.1606, lifetime=1.16919, pdg=-11, eventID=13825, trackID=15, date=20250828, reco_lifetime=1072, true_lifetime=1169.19, diff_lifetime=-97.19000000000005, michel_rise=0.0845828, michel_drop=0.132534375)
Event 53: PdsEventNew(muon_time=127, michel_time=324, muon_intensity=32.3367, michel_intensity=5.04901, third_intensity=1.83642, posX=159.528, posY=167.254, posZ=141.812, energy=47.2034, lifetime=3.19258, pdg=-11, eventID=12831, trackID=1, date=20250828, reco_lifetime=3152, true_lifetime=3192.58, diff_lifetime=-40.57999999999993, michel_rise=0.2529395, michel_drop=0.11741883720930232)


Event 54: PdsEventNew(muon_time=128, michel_time=499, muon_intensity=3.77329, michel_intensity=1.68707, third_intensity=0.502879, posX=-171.499, posY=85.1709, posZ=290.32, energy=36.1578, lifetime=6.01372, pdg=-11, eventID=12893, trackID=0, date=20250828, reco_lifetime=5936, true_lifetime=6013.72, diff_lifetime=-77.72000000000025, michel_rise=0.10174333333333334, michel_drop=0.08033666666666667)



Event 55: PdsEventNew(muon_time=127, michel_time=287, muon_intensity=8.14251, michel_intensity=2.31961, third_intensity=0.756838, posX=-122.743, posY=65.0969, posZ=340.921, energy=50.2338, lifetime=2.60466, pdg=-11, eventID=12894, trackID=2, date=20250828, reco_lifetime=2560, true_lifetime=2604.66, diff_lifetime=-44.659999999999854, michel_rise=0.09666407407407407, michel_drop=0.12886722222222222)
Event 56: PdsEventNew(muon_time=127, michel_time=180, muon_intensity=9.67606, michel_intensity=2.03526, third_intensity=0.360655, posX=-170.489, posY=49.01, posZ=326.449, energy=35.5751, lifetime=0.887743, pdg=-11, eventID=1296, trackID=0, date=20250828, reco_lifetime=848, true_lifetime=887.7429999999999, diff_lifetime=-39.74299999999994, michel_rise=0.1453757142857143, michel_drop=0.11711826086956521)
Event 57: PdsEventNew(muon_time=127, michel_time=569, muon_intensity=13.7986, michel_intensity=2.99184, third_intensity=0.6586, posX=111.145, posY=373.826, posZ=199.325, energy=44.1485, lifetime=7.09183, pdg=-11, eventID=12971, trackID=15, date=20250828, reco_lifetime=7072, true_lifetime=7091.83, diff_lifetime=-19.829999999999927, michel_rise=0.12169793103448276, michel_drop=0.17599058823529412)
Event 58: PdsEventNew(muon_time=127, michel_time=264, muon_intensity=21.4917, michel_intensity=3.19616, third_intensity=1.07148, posX=108.012, posY=98.2151, posZ=221.411, energy=40.9517, lifetime=2.22537, pdg=-11, eventID=12976, trackID=3, date=20250828, reco_lifetime=2192, true_lifetime=2225.37, diff_lifetime=-33.36999999999989, michel_rise=0.203605, michel_drop=0.17756444444444444)
Event 59: PdsEventNew(muon_time=125, michel_time=267, muon_intensity=6.94937, michel_intensity=2.10046, third_intensity=0.728694, posX=35.0189, posY=85.4107, posZ=71.8324, energy=30.0309, lifetime=2.33984, pdg=-11, eventID=1297, trackID=9, date=20250828, reco_lifetime=2272, true_lifetime=2339.84, diff_lifetime=-67.84000000000015, michel_rise=0.12493368421052632, michel_drop=0.14003066666666666)
Event 60: PdsEventNew(muon_time=128, michel_time=554, muon_intensity=23.98, michel_intensity=3.6576, third_intensity=0.663846, posX=163.69, posY=49.4169, posZ=292.969, energy=42.0518, lifetime=6.85315, pdg=-11, eventID=12984, trackID=4, date=20250828, reco_lifetime=6816, true_lifetime=6853.150000000001, diff_lifetime=-37.150000000000546, michel_rise=0.19565827586206896, michel_drop=0.24384)
Event 61: PdsEventNew(muon_time=126, michel_time=470, muon_intensity=11.4337, michel_intensity=1.90471, third_intensity=1.05184, posX=39.2228, posY=212.075, posZ=199.106, energy=50.6092, lifetime=5.52065, pdg=-11, eventID=13026, trackID=12, date=20250828, reco_lifetime=5504, true_lifetime=5520.65, diff_lifetime=-16.649999999999636, michel_rise=0.07618961538461538, michel_drop=0.08657772727272726)
Event 62: PdsEventNew(muon_time=128, michel_time=177, muon_intensity=13.9467, michel_intensity=3.50371, third_intensity=0.872485, posX=152.109, posY=177.789, posZ=384.459, energy=50.3365, lifetime=0.841103, pdg=-11, eventID=13042, trackID=9, date=20250828, reco_lifetime=784, true_lifetime=841.1030000000001, diff_lifetime=-57.103000000000065, michel_rise=0.20610058823529412, michel_drop=0.255554)
Event 63: PdsEventNew(muon_time=128, michel_time=410, muon_intensity=14.0866, michel_intensity=3.24831, third_intensity=0.631046, posX=113.527, posY=43.965, posZ=324.759, energy=43.7726, lifetime=4.54762, pdg=-11, eventID=1305, trackID=3, date=20250828, reco_lifetime=4512, true_lifetime=4547.62, diff_lifetime=-35.61999999999989, michel_rise=0.16374521739130435, michel_drop=0.13534625)
Event 64: PdsEventNew(muon_time=127, michel_time=171, muon_intensity=10.3732, michel_intensity=1.90355, third_intensity=0.943873, posX=65.8501, posY=153.784, posZ=282.076, energy=40.5611, lifetime=0.727435, pdg=-11, eventID=13085, trackID=8, date=20250828, reco_lifetime=704, true_lifetime=727.4350000000001, diff_lifetime=-23.43500000000006, michel_rise=0.13596785714285714, michel_drop=0.0915071875)
Event 65: PdsEventNew(muon_time=128, michel_time=250, muon_intensity=21.6607, michel_intensity=4.02531, third_intensity=1.14793, posX=141.248, posY=106.976, posZ=262.952, energy=52.023, lifetime=1.99571, pdg=-11, eventID=13092, trackID=1, date=20250828, reco_lifetime=1952, true_lifetime=1995.71, diff_lifetime=-43.710000000000036, michel_rise=0.17501347826086958, michel_drop=0.1272246875)
Event 66: PdsEventNew(muon_time=124, michel_time=194, muon_intensity=3.51355, michel_intensity=1.02469, third_intensity=0.416137, posX=20.7997, posY=310.923, posZ=65.6817, energy=46.4247, lifetime=1.13145, pdg=11, eventID=13155, trackID=3, date=20250828, reco_lifetime=1120, true_lifetime=1131.45, diff_lifetime=-11.450000000000045, michel_rise=0.07319214285714286, michel_drop=0.07036222222222223)
Event 67: PdsEventNew(muon_time=126, michel_time=200, muon_intensity=8.52085, michel_intensity=2.01823, third_intensity=0.967178, posX=38.5746, posY=55.1868, posZ=144.491, energy=44.2324, lifetime=1.24682, pdg=-11, eventID=13160, trackID=12, date=20250828, reco_lifetime=1184, true_lifetime=1246.82, diff_lifetime=-62.819999999999936, michel_rise=0.09375741935483871, michel_drop=0.11212388888888888)
Event 68: PdsEventNew(muon_time=125, michel_time=266, muon_intensity=6.78078, michel_intensity=2.17124, third_intensity=0.98902, posX=-75.5989, posY=340.577, posZ=350.431, energy=36.1719, lifetime=2.27465, pdg=-11, eventID=13184, trackID=8, date=20250828, reco_lifetime=2256, true_lifetime=2274.6499999999996, diff_lifetime=-18.649999999999636, michel_rise=0.12772, michel_drop=0.08415166666666667)
Event 69: PdsEventNew(muon_time=127, michel_time=203, muon_intensity=13.1309, michel_intensity=2.49578, third_intensity=0.688356, posX=95.7296, posY=236.146, posZ=381.068, energy=50.8778, lifetime=1.23066, pdg=-11, eventID=13296, trackID=1, date=20250828, reco_lifetime=1216, true_lifetime=1230.66, diff_lifetime=-14.660000000000082, michel_rise=0.16638533333333333, michel_drop=0.1370545)
Event 70: PdsEventNew(muon_time=128, michel_time=390, muon_intensity=52.2104, michel_intensity=8.80564, third_intensity=2.05538, posX=194.79, posY=273.477, posZ=172.766, energy=37.7424, lifetime=4.22384, pdg=-11, eventID=13326, trackID=7, date=20250828, reco_lifetime=4192, true_lifetime=4223.84, diff_lifetime=-31.840000000000146, michel_rise=0.36510440000000005, michel_drop=0.2589894117647059)
Event 71: PdsEventNew(muon_time=126, michel_time=544, muon_intensity=4.31636, michel_intensity=1.22661, third_intensity=0.428946, posX=-101.42, posY=116.738, posZ=342.83, energy=41.4958, lifetime=6.73853, pdg=-11, eventID=13349, trackID=14, date=20250828, reco_lifetime=6688, true_lifetime=6738.53, diff_lifetime=-50.529999999999745, michel_rise=0.06586800000000001, michel_drop=0.03717)
Event 72: PdsEventNew(muon_time=127, michel_time=278, muon_intensity=21.0326, michel_intensity=2.75971, third_intensity=1.06132, posX=76.667, posY=260.146, posZ=133.252, energy=44.7498, lifetime=2.44063, pdg=-11, eventID=1347, trackID=14, date=20250828, reco_lifetime=2416, true_lifetime=2440.63, diff_lifetime=-24.63000000000011, michel_rise=0.1452478947368421, michel_drop=0.11077962962962963)
Event 73: PdsEventNew(muon_time=128, michel_time=203, muon_intensity=111.768, michel_intensity=18.2371, third_intensity=4.25646, posX=251.191, posY=58.7012, posZ=140.231, energy=42.9597, lifetime=1.23291, pdg=-11, eventID=13484, trackID=0, date=20250828, reco_lifetime=1200, true_lifetime=1232.9099999999999, diff_lifetime=-32.909999999999854, michel_rise=1.30265, michel_drop=0.5987256410256411)
Event 74: PdsEventNew(muon_time=128, michel_time=244, muon_intensity=90.7591, michel_intensity=19.2957, third_intensity=1.86318, posX=260.53, posY=132.637, posZ=199.943, energy=43.3241, lifetime=1.88769, pdg=11, eventID=13667, trackID=3, date=20250828, reco_lifetime=1856, true_lifetime=1887.69, diff_lifetime=-31.690000000000055, michel_rise=1.2321235294117647, michel_drop=1.20598125)
Event 75: PdsEventNew(muon_time=128, michel_time=425, muon_intensity=48.3916, michel_intensity=8.60166, third_intensity=1.08161, posX=252.903, posY=170.857, posZ=395.56, energy=46.5748, lifetime=4.78999, pdg=-11, eventID=13756, trackID=1, date=20250828, reco_lifetime=4752, true_lifetime=4789.990000000001, diff_lifetime=-37.99000000000069, michel_rise=0.34169, michel_drop=0.22635947368421055)
Event 76: PdsEventNew(muon_time=127, michel_time=251, muon_intensity=17.5755, michel_intensity=2.53183, third_intensity=0.594074, posX=136.594, posY=176.942, posZ=281.955, energy=30.5799, lifetime=2.03139, pdg=-11, eventID=13776, trackID=11, date=20250828, reco_lifetime=1984, true_lifetime=2031.39, diff_lifetime=-47.3900000000001, michel_rise=0.23283066666666666, michel_drop=0.18084499999999998)
Event 77: PdsEventNew(muon_time=125, michel_time=582, muon_intensity=9.14734, michel_intensity=2.62676, third_intensity=0.751159, posX=31.5882, posY=280.742, posZ=104.337, energy=46.3611, lifetime=7.32074, pdg=-11, eventID=13808, trackID=18, date=20250828, reco_lifetime=7312, true_lifetime=7320.74, diff_lifetime=-8.739999999999782, michel_rise=0.11092958333333335, michel_drop=0.09057793103448276)
Event 78: PdsEventNew(muon_time=125, michel_time=192, muon_intensity=4.89134, michel_intensity=2.11457, third_intensity=0.635399, posX=59.9291, posY=424.091, posZ=354.071, energy=44.1606, lifetime=1.16919, pdg=-11, eventID=13825, trackID=15, date=20250828, reco_lifetime=1072, true_lifetime=1169.19, diff_lifetime=-97.19000000000005, michel_rise=0.0845828, michel_drop=0.132534375)
Event 79: PdsEventNew(muon_time=125, michel_time=193, muon_intensity=8.34835, michel_intensity=2.49721, third_intensity=0.637845, posX=57.7564, posY=510.799, posZ=164.715, energy=41.6523, lifetime=1.08644, pdg=-11, eventID=13912, trackID=17, date=20250828, reco_lifetime=1088, true_lifetime=1086.44, diff_lifetime=1.5599999999999454, michel_rise=0.16648066666666667, michel_drop=0.1252690476190476)
Event 80: PdsEventNew(muon_time=128, michel_time=326, muon_intensity=22.6176, michel_intensity=3.55701, third_intensity=0.829816, posX=201.941, posY=109.765, posZ=359.051, energy=47.6459, lifetime=3.19276, pdg=-11, eventID=13930, trackID=0, date=20250828, reco_lifetime=3168, true_lifetime=3192.7599999999998, diff_lifetime=-24.759999999999764, michel_rise=0.2304442105263158, michel_drop=0.1111565625)
Event 81: PdsEventNew(muon_time=126, michel_time=197, muon_intensity=8.80566, michel_intensity=1.42999, third_intensity=0.467151, posX=67.3067, posY=342.454, posZ=32.4518, energy=51.237, lifetime=1.16108, pdg=-11, eventID=13953, trackID=9, date=20250828, reco_lifetime=1136, true_lifetime=1161.08, diff_lifetime=-25.079999999999927, michel_rise=0.11465714285714286, michel_drop=0.10214214285714286)
Event 82: PdsEventNew(muon_time=128, michel_time=315, muon_intensity=32.5351, michel_intensity=5.52834, third_intensity=0.753305, posX=343.686, posY=130.251, posZ=403.038, energy=13.1787, lifetime=3.00971, pdg=-11, eventID=13990, trackID=37, date=20250828, reco_lifetime=2992, true_lifetime=3009.71, diff_lifetime=-17.710000000000036, michel_rise=0.3930125, michel_drop=0.19744071428571427)
Event 83: PdsEventNew(muon_time=128, michel_time=278, muon_intensity=48.7017, michel_intensity=12.1098, third_intensity=1.08331, posX=-256.56, posY=319.965, posZ=350.223, energy=45.9017, lifetime=2.45647, pdg=-11, eventID=14027, trackID=2, date=20250828, reco_lifetime=2400, true_lifetime=2456.47, diff_lifetime=-56.4699999999998, michel_rise=0.5779541666666667, michel_drop=0.7123411764705883)
Event 84: PdsEventNew(muon_time=126, michel_time=446, muon_intensity=11.2686, michel_intensity=2.94591, third_intensity=1.50341, posX=65.3781, posY=264.353, posZ=126.4, energy=48.2325, lifetime=5.15954, pdg=-11, eventID=14034, trackID=11, date=20250828, reco_lifetime=5120, true_lifetime=5159.54, diff_lifetime=-39.539999999999964, michel_rise=0.17328882352941177, michel_drop=0.21642533333333333)
Event 85: PdsEventNew(muon_time=127, michel_time=189, muon_intensity=19.8447, michel_intensity=5.01557, third_intensity=1.08436, posX=-198.258, posY=197.94, posZ=314.074, energy=35.7146, lifetime=1.06668, pdg=-11, eventID=14044, trackID=0, date=20250828, reco_lifetime=992, true_lifetime=1066.68, diff_lifetime=-74.68000000000006, michel_rise=0.2786427777777778, michel_drop=0.3839564285714286)
Event 86: PdsEventNew(muon_time=125, michel_time=322, muon_intensity=6.91481, michel_intensity=1.54615, third_intensity=0.561123, posX=43.0298, posY=198.326, posZ=203.903, energy=50.4978, lifetime=3.19513, pdg=-11, eventID=14061, trackID=17, date=20250828, reco_lifetime=3152, true_lifetime=3195.1299999999997, diff_lifetime=-43.129999999999654, michel_rise=0.096634375, michel_drop=0.0980475)
Event 87: PdsEventNew(muon_time=125, michel_time=158, muon_intensity=8.94665, michel_intensity=3.28152, third_intensity=1.28246, posX=-97.8842, posY=358.889, posZ=346.867, energy=49.5065, lifetime=0.556833, pdg=-11, eventID=14107, trackID=8, date=20250828, reco_lifetime=528, true_lifetime=556.833, diff_lifetime=-28.83299999999997, michel_rise=0.205095, michel_drop=0.06453648148148149)
Event 88: PdsEventNew(muon_time=128, michel_time=604, muon_intensity=19.4217, michel_intensity=3.30019, third_intensity=0.530293, posX=154.179, posY=409.535, posZ=417.301, energy=43.9304, lifetime=7.64832, pdg=-11, eventID=14108, trackID=12, date=20250828, reco_lifetime=7616, true_lifetime=7648.32, diff_lifetime=-32.31999999999971, michel_rise=0.16015500000000002, michel_drop=0.2200126666666667)
Event 89: PdsEventNew(muon_time=128, michel_time=452, muon_intensity=94.3469, michel_intensity=20.4038, third_intensity=5.49082, posX=240.16, posY=223.125, posZ=62.7357, energy=51.4133, lifetime=5.22422, pdg=-11, eventID=14156, trackID=2, date=20250828, reco_lifetime=5184, true_lifetime=5224.22, diff_lifetime=-40.220000000000255, michel_rise=0.8730559999999999, michel_drop=1.2752375)
Event 90: PdsEventNew(muon_time=127, michel_time=298, muon_intensity=12.5986, michel_intensity=3.09919, third_intensity=0.450202, posX=118.368, posY=135.614, posZ=360.548, energy=46.6637, lifetime=2.77486, pdg=-11, eventID=14159, trackID=11, date=20250828, reco_lifetime=2736, true_lifetime=2774.8599999999997, diff_lifetime=-38.85999999999967, michel_rise=0.19637136363636365, michel_drop=0.14087227272727273)
Event 91: PdsEventNew(muon_time=126, michel_time=173, muon_intensity=5.26565, michel_intensity=1.45929, third_intensity=0.338666, posX=56.7526, posY=361.066, posZ=285.304, energy=46.6169, lifetime=0.783842, pdg=-11, eventID=14242, trackID=19, date=20250828, reco_lifetime=752, true_lifetime=783.842, diff_lifetime=-31.841999999999985, michel_rise=0.08965941176470589, michel_drop=0.030401875)
Event 92: PdsEventNew(muon_time=127, michel_time=327, muon_intensity=34.8463, michel_intensity=5.31758, third_intensity=2.42932, posX=136.416, posY=66.6635, posZ=37.2252, energy=35.4787, lifetime=3.24592, pdg=-11, eventID=14256, trackID=2, date=20250828, reco_lifetime=3200, true_lifetime=3245.92, diff_lifetime=-45.92000000000007, michel_rise=0.17725266666666667, michel_drop=0.40003466666666665)
Event 93: PdsEventNew(muon_time=125, michel_time=244, muon_intensity=4.18563, michel_intensity=1.73465, third_intensity=0.897707, posX=48.2864, posY=330.058, posZ=165.658, energy=49.189, lifetime=1.92435, pdg=-11, eventID=14389, trackID=22, date=20250828, reco_lifetime=1904, true_lifetime=1924.35, diff_lifetime=-20.34999999999991, michel_rise=0.10474736842105263, michel_drop=0.10203823529411765)
Event 94: PdsEventNew(muon_time=126, michel_time=319, muon_intensity=8.7045, michel_intensity=2.45337, third_intensity=0.620474, posX=66.3631, posY=432.543, posZ=60.0651, energy=51.7665, lifetime=3.13692, pdg=-11, eventID=14464, trackID=15, date=20250828, reco_lifetime=3088, true_lifetime=3136.92, diff_lifetime=-48.92000000000007, michel_rise=0.09436038461538462, michel_drop=0.08695793103448277)
Event 95: PdsEventNew(muon_time=127, michel_time=366, muon_intensity=11.2354, michel_intensity=1.9711, third_intensity=0.533308, posX=119.643, posY=452.909, posZ=308.553, energy=32.4454, lifetime=3.83873, pdg=-11, eventID=1446, trackID=13, date=20250828, reco_lifetime=3824, true_lifetime=3838.73, diff_lifetime=-14.730000000000018, michel_rise=0.1241175, michel_drop=0.078844)
Event 96: PdsEventNew(muon_time=127, michel_time=165, muon_intensity=16.2931, michel_intensity=4.65944, third_intensity=0.330822, posX=130.073, posY=330.855, posZ=107.993, energy=51.6143, lifetime=0.632839, pdg=-11, eventID=14682, trackID=12, date=20250828, reco_lifetime=608, true_lifetime=632.839, diff_lifetime=-24.839000000000055, michel_rise=0.33281714285714287, michel_drop=0.17257527777777779)
Event 97: PdsEventNew(muon_time=126, michel_time=234, muon_intensity=8.41455, michel_intensity=2.33066, third_intensity=1.22855, posX=30.7488, posY=306.624, posZ=194.149, energy=51.5648, lifetime=1.76512, pdg=-11, eventID=14739, trackID=6, date=20250828, reco_lifetime=1728, true_lifetime=1765.1200000000001, diff_lifetime=-37.12000000000012, michel_rise=0.10133304347826087, michel_drop=0.13433299999999998)
Event 98: PdsEventNew(muon_time=123, michel_time=178, muon_intensity=3.64575, michel_intensity=1.71984, third_intensity=0.632404, posX=19.9768, posY=401.928, posZ=116.974, energy=46.242, lifetime=0.924113, pdg=-11, eventID=14796, trackID=18, date=20250828, reco_lifetime=880, true_lifetime=924.1129999999999, diff_lifetime=-44.11299999999994, michel_rise=0.10983722222222222, michel_drop=0.11465600000000001)
Event 99: PdsEventNew(muon_time=127, michel_time=460, muon_intensity=25.6351, michel_intensity=4.17778, third_intensity=1.53536, posX=127.227, posY=292.96, posZ=119.372, energy=45.0868, lifetime=5.3527, pdg=-11, eventID=14910, trackID=13, date=20250828, reco_lifetime=5328, true_lifetime=5352.7, diff_lifetime=-24.699999999999818, michel_rise=0.21755083333333333, michel_drop=0.29841285714285715)














=======================================
Event 0: PdsEventNew(muon_time=126, michel_time=486, muon_intensity=13.0164, michel_intensity=1.85365, third_intensity=0.910919, posX=76.696, posY=459.051, posZ=74.0443, energy=-1.0, lifetime=-1.0, pdg=0, eventID=10104, trackID=18, date=20250828, reco_lifetime=5760, true_lifetime=-1000.0, diff_lifetime=6760.0, michel_rise=0.1122870588235294, michel_drop=0.12357666666666667)



Event 1: PdsEventNew(muon_time=127, michel_time=216, muon_intensity=11.0738, michel_intensity=1.86276, third_intensity=0.771405, posX=84.4426, posY=308.489, posZ=117.502, energy=29.7488, lifetime=0.379228, pdg=11, eventID=10881, trackID=7, date=20250828, reco_lifetime=1424, true_lifetime=379.228, diff_lifetime=1044.772, michel_rise=0.0814348, michel_drop=0.09804)
Event 2: PdsEventNew(muon_time=127, michel_time=165, muon_intensity=19.8033, michel_intensity=3.08217, third_intensity=1.51484, posX=85.3628, posY=211.088, posZ=39.7571, energy=48.6214, lifetime=0.151791, pdg=-11, eventID=11734, trackID=5, date=20250828, reco_lifetime=608, true_lifetime=151.791, diff_lifetime=456.209, michel_rise=0.16221947368421052, michel_drop=0.17121192307692307)


Event 3: PdsEventNew(muon_time=124, michel_time=191, muon_intensity=7.01122, michel_intensity=1.70207, third_intensity=0.814789, posX=26.0215, posY=235.719, posZ=151.77, energy=-1.0, lifetime=-1.0, pdg=0, eventID=11973, trackID=14, date=20250828, reco_lifetime=1072, true_lifetime=-1000.0, diff_lifetime=2072.0, michel_rise=0.0851035, michel_drop=0.08515225806451614)


Event 4: PdsEventNew(muon_time=126, michel_time=168, muon_intensity=5.73347, michel_intensity=1.07856, third_intensity=0.427713, posX=38.6358, posY=438.995, posZ=247.98, energy=27.4084, lifetime=2.36273, pdg=-11, eventID=12497, trackID=10, date=20250828, reco_lifetime=672, true_lifetime=2362.73, diff_lifetime=-1690.73, michel_rise=0.06344470588235294, michel_drop=0.080044375)
Event 5: PdsEventNew(muon_time=125, michel_time=596, muon_intensity=4.68465, michel_intensity=2.28458, third_intensity=0.82713, posX=44.5411, posY=308.682, posZ=153.773, energy=37.5804, lifetime=1.43459, pdg=-11, eventID=12889, trackID=17, date=20250828, reco_lifetime=7536, true_lifetime=1434.5900000000001, diff_lifetime=6101.41, michel_rise=0.1078571875, michel_drop=0.12024105263157896)


Event 6: PdsEventNew(muon_time=127, michel_time=384, muon_intensity=33.8538, michel_intensity=4.67957, third_intensity=1.6751, posX=123.918, posY=161.592, posZ=143.487, energy=-1.0, lifetime=-1.0, pdg=0, eventID=13122, trackID=2, date=20250828, reco_lifetime=4112, true_lifetime=-1000.0, diff_lifetime=5112.0, michel_rise=0.14738757575757575, michel_drop=0.2752688235294118)
Event 7: PdsEventNew(muon_time=127, michel_time=308, muon_intensity=11.5524, michel_intensity=3.77921, third_intensity=1.2465, posX=102.734, posY=372.871, posZ=349.401, energy=-1.0, lifetime=-1.0, pdg=0, eventID=13432, trackID=6, date=20250828, reco_lifetime=2896, true_lifetime=-1000.0, diff_lifetime=3896.0, michel_rise=0.2007645, michel_drop=0.15746708333333334)


Event 8: PdsEventNew(muon_time=126, michel_time=200, muon_intensity=8.58563, michel_intensity=1.43726, third_intensity=0.461667, posX=-111.974, posY=335.65, posZ=247.954, energy=38.21, lifetime=2.3339, pdg=-11, eventID=1357, trackID=7, date=20250828, reco_lifetime=1184, true_lifetime=2333.8999999999996, diff_lifetime=-1149.8999999999996, michel_rise=0.11151538461538461, michel_drop=0.07564526315789473)
Event 9: PdsEventNew(muon_time=126, michel_time=190, muon_intensity=11.3609, michel_intensity=1.84238, third_intensity=0.52236, posX=70.4368, posY=282.318, posZ=82.9078, energy=33.4928, lifetime=0.329983, pdg=11, eventID=14722, trackID=17, date=20250828, reco_lifetime=1024, true_lifetime=329.983, diff_lifetime=694.017, michel_rise=0.0966913043478261, michel_drop=0.08773238095238095)


Event 10: PdsEventNew(muon_time=127, michel_time=712, muon_intensity=16.2683, michel_intensity=2.9874, third_intensity=1.07584, posX=45.7327, posY=77.1392, posZ=52.6463, energy=-1.0, lifetime=-1.0, pdg=0, eventID=15309, trackID=5, date=20250828, reco_lifetime=9360, true_lifetime=-1000.0, diff_lifetime=10360.0, michel_rise=0.129322, michel_drop=0.15723157894736842)


Event 11: PdsEventNew(muon_time=128, michel_time=162, muon_intensity=7.59917, michel_intensity=1.17335, third_intensity=0.496168, posX=-168.796, posY=33.853, posZ=275.918, energy=43.3362, lifetime=0.731632, pdg=11, eventID=15547, trackID=4, date=20250828, reco_lifetime=544, true_lifetime=731.632, diff_lifetime=-187.63199999999995, michel_rise=0.06902058823529411, michel_drop=0.0651209375)
Event 12: PdsEventNew(muon_time=126, michel_time=372, muon_intensity=10.242, michel_intensity=2.74192, third_intensity=1.02871, posX=33.8768, posY=69.4893, posZ=143.854, energy=33.7048, lifetime=2.9234, pdg=-11, eventID=15562, trackID=3, date=20250828, reco_lifetime=3936, true_lifetime=2923.4, diff_lifetime=1012.5999999999999, michel_rise=0.14658088235294117, michel_drop=0.21091692307692306)
Event 13: PdsEventNew(muon_time=127, michel_time=349, muon_intensity=8.56584, michel_intensity=2.77119, third_intensity=1.43299, posX=67.7247, posY=406.037, posZ=272.385, energy=38.0925, lifetime=0.0629779, pdg=11, eventID=15646, trackID=19, date=20250828, reco_lifetime=3552, true_lifetime=62.977900000000005, diff_lifetime=3489.0221, michel_rise=0.12167347826086958, michel_drop=0.15395499999999998)
Event 14: PdsEventNew(muon_time=125, michel_time=246, muon_intensity=9.28561, michel_intensity=1.43544, third_intensity=0.726346, posX=29.0814, posY=194.712, posZ=199.313, energy=43.6772, lifetime=0.498318, pdg=-11, eventID=16135, trackID=7, date=20250828, reco_lifetime=1936, true_lifetime=498.318, diff_lifetime=1437.682, michel_rise=0.07974666666666667, michel_drop=0.08892470588235293)
Event 15: PdsEventNew(muon_time=124, michel_time=165, muon_intensity=5.72695, michel_intensity=1.47475, third_intensity=0.680699, posX=32.6616, posY=173.224, posZ=122.086, energy=22.5647, lifetime=0.190789, pdg=-11, eventID=16374, trackID=24, date=20250828, reco_lifetime=656, true_lifetime=190.789, diff_lifetime=465.211, michel_rise=0.061447916666666665, michel_drop=0.06854682926829268)
Event 16: PdsEventNew(muon_time=128, michel_time=285, muon_intensity=29.4941, michel_intensity=4.00866, third_intensity=1.9676, posX=157.486, posY=121.932, posZ=177.74, energy=33.8843, lifetime=0.541797, pdg=-11, eventID=16472, trackID=8, date=20250828, reco_lifetime=2512, true_lifetime=541.797, diff_lifetime=1970.203, michel_rise=0.24103157894736843, michel_drop=0.133622)
Event 17: PdsEventNew(muon_time=127, michel_time=512, muon_intensity=5.35535, michel_intensity=2.07557, third_intensity=0.373656, posX=-114.533, posY=476.22, posZ=373.293, energy=18.7296, lifetime=0.179571, pdg=-11, eventID=16559, trackID=18, date=20250828, reco_lifetime=6160, true_lifetime=179.571, diff_lifetime=5980.429, michel_rise=0.14120950000000002, michel_drop=0.0648615625)
Event 18: PdsEventNew(muon_time=128, michel_time=190, muon_intensity=54.3284, michel_intensity=10.9648, third_intensity=0.976745, posX=-294.085, posY=161.628, posZ=387.121, energy=46.1796, lifetime=0.174272, pdg=11, eventID=1685, trackID=21, date=20250828, reco_lifetime=992, true_lifetime=174.27200000000002, diff_lifetime=817.728, michel_rise=0.7832, michel_drop=0.5720041666666666)


Event 19: PdsEventNew(muon_time=127, michel_time=190, muon_intensity=13.81, michel_intensity=1.99961, third_intensity=0.620622, posX=96.0893, posY=31.3806, posZ=365.753, energy=-1.0, lifetime=-1.0, pdg=0, eventID=17796, trackID=12, date=20250828, reco_lifetime=1008, true_lifetime=-1000.0, diff_lifetime=2008.0, michel_rise=0.15381615384615385, michel_drop=0.13804333333333335)
Event 20: PdsEventNew(muon_time=128, michel_time=333, muon_intensity=142.279, michel_intensity=28.7469, third_intensity=1.41065, posX=330.366, posY=213.609, posZ=226.972, energy=-1.0, lifetime=-1.0, pdg=0, eventID=17810, trackID=21, date=20250828, reco_lifetime=3280, true_lifetime=-1000.0, diff_lifetime=4280.0, michel_rise=1.6909941176470589, michel_drop=0.486744262295082)


Event 21: PdsEventNew(muon_time=127, michel_time=192, muon_intensity=12.1627, michel_intensity=1.68825, third_intensity=0.735413, posX=81.0392, posY=395.225, posZ=189.052, energy=31.363, lifetime=0.0810481, pdg=11, eventID=18010, trackID=10, date=20250828, reco_lifetime=1040, true_lifetime=81.04809999999999, diff_lifetime=958.9519, michel_rise=0.12058928571428572, michel_drop=0.05327589743589744)

