[INFO] Source directory: /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/new20251070s/wvf_merged_20251080/
[INFO] Destination directory: /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/new20251070s/wvf_merged_applyCut_20251080/
[WARNING] Destination already exists, removing: /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/new20251070s/wvf_merged_applyCut_20251080/
[INFO] Created clean destination directory.
[INFO] Found 7879 ROOT files to process.
[PASS] wvfFind_event39501_trackID10_opNum8_merged.root → copied (ms_ch=8)
[PASS] wvfFind_event51910_trackID2_opNum4_merged.root → copied (ms_ch=4)
[PASS] wvfFind_event58995_trackID8_opNum8_merged.root → copied (ms_ch=8)
[PASS] wvfFind_event22889_trackID3_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event32937_trackID13_opNum6_merged.root → copied (ms_ch=6)
[PASS] wvfFind_event50387_trackID0_opNum8_merged.root → copied (ms_ch=8)
[PASS] wvfFind_event20667_trackID13_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event263_trackID12_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event7797_trackID9_opNum3.root → copied (ms_ch=3)
[PASS] wvfFind_event8758_trackID6_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event1161_trackID0_opNum5_merged.root → copied (ms_ch=5)
[PASS] wvfFind_event10110_trackID24_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event21483_trackID3_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event43852_trackID8_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event40611_trackID7_opNum9_merged.root → copied (ms_ch=9)
[SKIP] wvfFind_event46337_trackID7_opNum1_merged.root (ms_ch=1)
[PASS] wvfFind_event27962_trackID1_opNum5_merged.root → copied (ms_ch=5)
[PASS] wvfFind_event46147_trackID23_opNum6_merged.root → copied (ms_ch=6)
[PASS] wvfFind_event59905_trackID15_opNum4_merged.root → copied (ms_ch=4)
[PASS] wvfFind_event52658_trackID2_opNum3_merged.root → copied (ms_ch=3)
[PASS] wvfFind_event30734_trackID9_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event26329_trackID32_opNum4_merged.root → copied (ms_ch=4)
[PASS] wvfFind_event46508_trackID28_opNum4_merged.root → copied (ms_ch=4)
[PASS] wvfFind_event58380_trackID1_opNum9.root → copied (ms_ch=9)
[PASS] wvfFind_event37005_trackID4_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event24380_trackID9_opNum4_merged.root → copied (ms_ch=4)
[PASS] wvfFind_event19113_trackID11_opNum4_merged.root → copied (ms_ch=4)
[PASS] wvfFind_event52253_trackID0_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event43468_trackID11_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event47632_trackID5_opNum8_merged.root → copied (ms_ch=8)
[PASS] wvfFind_event41730_trackID0_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event35938_trackID17_opNum8_merged.root → copied (ms_ch=8)
[PASS] wvfFind_event47582_trackID22_opNum6_merged.root → copied (ms_ch=6)
[PASS] wvfFind_event44857_trackID11_opNum5.root → copied (ms_ch=5)
[PASS] wvfFind_event42546_trackID23_opNum7_merged.root → copied (ms_ch=7)
[PASS] wvfFind_event35699_trackID0_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event3621_trackID5_opNum3_merged.root → copied (ms_ch=3)
[PASS] wvfFind_event47386_trackID6_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event52143_trackID11_opNum6_merged.root → copied (ms_ch=6)
[PASS] wvfFind_event34535_trackID13_opNum7_merged.root → copied (ms_ch=7)
[PASS] wvfFind_event57368_trackID15_opNum4_merged.root → copied (ms_ch=4)
[PASS] wvfFind_event24795_trackID0_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event48562_trackID9_opNum5_merged.root → copied (ms_ch=5)
