[INFO] Source directory: /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/new20251070s/wvf_merged_20251071/
[INFO] Destination directory: /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/new20251070s/wvf_merged_applyCut_20251071/
[WARNING] Destination already exists, removing: /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/new20251070s/wvf_merged_applyCut_20251071/
[INFO] Created clean destination directory.
[INFO] Found 5276 ROOT files to process.
[PASS] wvfFind_event20566_trackID3_opNum9_merged.root → copied (ms_ch=9)
[SKIP] wvfFind_event17526_trackID12_opNum2_merged.root (ms_ch=2)
[PASS] wvfFind_event20671_trackID25_opNum6_merged.root → copied (ms_ch=6)
[PASS] wvfFind_event29937_trackID0_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event7401_trackID15_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event13373_trackID10_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event45687_trackID8_opNum3.root → copied (ms_ch=3)
[PASS] wvfFind_event9554_trackID5_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event10591_trackID0_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event7196_trackID16_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event19985_trackID19_opNum6_merged.root → copied (ms_ch=6)
[PASS] wvfFind_event23056_trackID29_opNum7_merged.root → copied (ms_ch=7)
[PASS] wvfFind_event41592_trackID12_opNum3_merged.root → copied (ms_ch=3)
[PASS] wvfFind_event14133_trackID14_opNum6_merged.root → copied (ms_ch=6)
[PASS] wvfFind_event42165_trackID1_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event21657_trackID10_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event13170_trackID8_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event24583_trackID12_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event17796_trackID14_opNum7_merged.root → copied (ms_ch=7)
[PASS] wvfFind_event14683_trackID15_opNum5_merged.root → copied (ms_ch=5)
[PASS] wvfFind_event42742_trackID4_opNum6_merged.root → copied (ms_ch=6)
[PASS] wvfFind_event47092_trackID5_opNum6.root → copied (ms_ch=6)
[SKIP] wvfFind_event13246_trackID2_opNum1_merged.root (ms_ch=1)
[PASS] wvfFind_event14656_trackID17_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event28770_trackID0_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event43726_trackID15_opNum8_merged.root → copied (ms_ch=8)
[SKIP] wvfFind_event45042_trackID19_opNum1_merged.root (ms_ch=1)
[PASS] wvfFind_event45424_trackID2_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event8917_trackID18_opNum7_merged.root → copied (ms_ch=7)
[PASS] wvfFind_event6493_trackID23_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event26143_trackID29_opNum8_merged.root → copied (ms_ch=8)
[PASS] wvfFind_event23803_trackID15_opNum6_merged.root → copied (ms_ch=6)
[PASS] wvfFind_event21549_trackID27_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event11970_trackID6_opNum4_merged.root → copied (ms_ch=4)
[SKIP] wvfFind_event16603_trackID15_opNum1_merged.root (ms_ch=1)
[PASS] wvfFind_event43559_trackID7_opNum9_merged.root → copied (ms_ch=9)
[SKIP] wvfFind_event42831_trackID8_opNum2_merged.root (ms_ch=2)
[PASS] wvfFind_event9486_trackID21_opNum6_merged.root → copied (ms_ch=6)
[PASS] wvfFind_event45554_trackID28_opNum8_merged.root → copied (ms_ch=8)
[PASS] wvfFind_event9606_trackID11_opNum7_merged.root → copied (ms_ch=7)
[PASS] wvfFind_event11952_trackID15_opNum8_merged.root → copied (ms_ch=8)
[PASS] wvfFind_event14727_trackID19_opNum8_merged.root → copied (ms_ch=8)
[PASS] wvfFind_event16199_trackID4_opNum7_merged.root → copied (ms_ch=7)
[PASS] wvfFind_event3919_trackID11_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event13919_trackID12_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event12268_trackID9_opNum5_merged.root → copied (ms_ch=5)
[PASS] wvfFind_event27663_trackID10_opNum5_merged.root → copied (ms_ch=5)
[PASS] wvfFind_event14762_trackID3_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event17425_trackID0_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event17509_trackID8_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event21124_trackID4_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event46307_trackID0_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event8234_trackID5_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event13184_trackID10_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event4283_trackID22_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event42466_trackID38_opNum3_merged.root → copied (ms_ch=3)
[PASS] wvfFind_event7092_trackID12_opNum6_merged.root → copied (ms_ch=6)
[PASS] wvfFind_event30808_trackID8_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event7905_trackID14_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event5446_trackID11_opNum6_merged.root → copied (ms_ch=6)
[PASS] wvfFind_event1125_trackID10_opNum7_merged.root → copied (ms_ch=7)
[PASS] wvfFind_event24201_trackID0_opNum6_merged.root → copied (ms_ch=6)
[PASS] wvfFind_event8069_trackID23_opNum3_merged.root → copied (ms_ch=3)
[PASS] wvfFind_event18139_trackID19_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event30947_trackID7_opNum9_merged.root → copied (ms_ch=9)
[PASS] wvfFind_event26755_trackID5_opNum9_merged.root → copied (ms_ch=9)
