OpCh	Count
0	20
1	56
2	84
4	171
5	185
6	178
7	219
8	174
9	107
10	33
11	100
12	162
13	229
14	292
15	312
16	297
17	394
18	304
19	194
20	49
21	139
22	232
23	337
24	432
25	462
26	429
27	583
28	453
29	291
30	39
31	124
32	222
33	320
34	410
35	424
36	407
37	527
38	401
39	254
40	29
41	104
42	220
43	301
44	398
45	437
46	432
47	543
48	394
49	243
50	36
51	94
52	219
53	307
54	413
55	456
56	448
57	568
58	410
59	253
60	18
61	64
62	144
63	198
64	277
65	293
66	322
67	396
68	286
69	177
70	14
71	34
72	85
73	109
74	160
75	167
76	158
77	221
78	163
79	106
80	8
81	32
82	66
83	119
84	141
85	153
88	149
89	80
90	22
91	73
92	120
93	208
94	248
95	258
96	284
98	290
99	141
100	24
101	95
102	170
103	249
104	382
105	393
106	403
108	397
109	209
110	17
111	59
112	107
113	170
114	215
115	243
118	254
119	131
