OpCh	Count
0	20
1	47
2	98
4	196
5	197
6	191
7	237
8	185
9	114
10	36
11	93
12	163
13	227
14	316
15	327
16	332
17	409
18	321
19	190
20	43
21	124
22	225
23	354
24	450
25	476
26	459
27	574
28	428
29	264
30	42
31	119
32	193
33	306
34	372
35	425
36	417
37	521
38	378
39	226
40	33
41	96
42	217
43	318
44	382
45	431
46	404
47	510
48	354
49	217
50	27
51	118
52	237
53	297
54	387
55	432
56	418
57	534
58	394
59	247
60	21
61	78
62	168
63	203
64	265
65	272
66	285
67	358
68	261
69	170
70	11
71	33
72	85
73	113
74	141
75	150
76	138
77	203
78	149
79	100
80	6
81	39
82	63
83	94
84	122
85	151
88	151
89	78
90	12
91	55
92	110
93	171
94	224
95	259
96	285
98	242
99	130
100	16
101	91
102	158
103	226
104	355
105	415
106	422
108	352
109	190
110	15
111	62
112	92
113	156
114	210
115	263
118	224
119	122
