Run Event TrackID Pandora_T0_ms
28891 58 21 -2.32436
28891 82 42 -2.4226
28891 202 5 0.122506
28891 234 0 0.0497075
28891 234 22 -0.228678
28891 115 5 -0.546457
28891 188 36 -2.46642
28891 320 23 -1.45759
28891 384 5 -0.778899
28891 424 1 0.42202
28891 432 16 -1.95443
28891 472 24 -2.20012
28891 241 1 -1.67337
28891 273 6 -1.81061
28891 345 19 -1.01444
28891 377 9 -0.695796
28891 412 12 -0.062042
28891 428 4 -1.7602
28891 436 5 0.0838865
28891 287 8 -0.643052
28891 375 0 -0.53052
28891 399 0 -0.430841
28891 431 0 -0.583759
28891 447 15 -1.8554
28891 521 3 -0.1888
28891 569 15 -1.11953
28891 601 23 -0.643945
28891 625 7 -0.594844
28891 721 19 -1.00149
28891 729 5 -1.33517
28891 500 9 0.0741844
28891 556 14 -1.62664
28891 564 4 0.372289
28891 612 1 -0.689079
28891 652 5 -1.14609
28891 605 9 -2.22891
28891 574 27 -2.17469
28891 606 15 -1.62126
28891 646 7 -0.808728
28891 678 14 0.40768
28891 726 9 -1.64866
28891 824 19 0.202698
28891 856 12 -1.28902
28891 880 12 0.286402
28891 992 5 -1.54914
28891 859 46 -2.44247
28891 899 9 -1.66287
28891 780 9 -2.07912
28891 812 8 -0.0696062
28891 860 18 -1.73234
28891 876 31 -2.27574
28891 940 6 -0.791713
28891 773 19 -2.27676
28891 885 12 -2.00121
28891 917 20 -2.41622
28891 766 3 -0.518498
28891 822 1 -0.692693
28891 942 1 -0.127652
28891 1043 7 0.256125
28891 1155 7 -2.00821
28891 1171 8 -0.280714
28891 1384 17 -0.867936
28891 1400 5 -0.442293
28891 1504 2 0.278306
28891 1449 20 -0.936592
28891 1325 9 -1.60063
28891 1333 7 -2.1402
28891 1333 8 -1.89412
28891 1568 9 -1.22028
28891 1640 8 -1.73863
28891 1712 0 0.246043
28891 1549 7 -1.24657
28891 1534 16 -0.0727118
28891 1542 20 -2.24067
28891 1646 8 -1.94868
28891 1718 9 -0.611409
28891 2036 10 -0.83932
28891 2044 3 2.00962
28891 2044 17 -2.42539
28891 2060 11 -0.199447
28891 2068 36 -2.368
28891 2108 3 -1.50304
28891 2182 13 -2.41708
28891 2222 26 -2.00681
28891 2047 4 -1.33646
28891 2095 8 -0.117766
28891 2349 16 -0.0941908
28891 2413 0 -2.03023
28891 2302 2 0.443409
28891 2239 12 -1.87148
28891 2383 10 -2.09124
28891 2447 1 0.215011
28891 2455 20 -2.04001
28891 2531 8 -0.252231
28891 2603 7 -1.36384
28891 2611 3 0.433902
28891 2659 14 -2.09022
28891 2699 24 -0.872964
28891 2533 12 -2.1691
28891 2565 3 -1.30022
28891 2653 29 -2.3975
28891 2784 0 -0.963474
28891 2800 17 -1.7547
28891 2808 2 -0.19947
28891 2856 3 0.456952
28891 2968 30 -2.39721
28891 2961 6 -0.505007
28891 2773 23 -0.860183
28891 2781 20 -1.88547
28891 3066 2 -0.976645
28891 3082 17 -0.753136
28891 3146 6 -1.38643
28891 3170 4 -1.22716
28891 3262 13 -1.91396
28891 3302 12 -2.05961
28891 3521 17 -0.427109
28891 3601 24 -2.25692
28891 3633 5 -0.946423
28891 3633 33 -2.30544
28891 3673 9 0.282076
28891 3506 0 -0.724136
28891 3555 21 -2.4141
28891 3541 38 -2.47232
28891 3589 3 0.235647
28891 3487 13 -2.04143
28891 3615 6 -0.521025
28891 3695 3 -0.832966
28891 3745 7 -1.37049
28891 3873 6 0.110893
28891 3897 2 -0.590516
28891 3921 6 0.330173
28891 3731 13 -0.0651641
28891 3739 13 -0.532028
28891 4025 11 -1.39883
28891 4081 9 -0.4646
28891 4081 13 -0.207866
28891 4161 0 -0.316379
28891 4161 8 -1.22229
28891 4169 20 -1.25008
28891 4193 4 -1.01098
28891 4036 21 -0.0698419
28891 4124 0 -0.349501
28891 4140 0 -0.409633
28891 4250 10 -0.340584
28891 4410 17 -2.26294
28891 4434 9 0.442781
28891 4359 2 -0.368435
28891 4488 13 -2.15452
28891 4568 5 0.231087
28891 4576 34 -2.41247
28891 4600 10 -1.03808
28891 4672 4 -1.12457
28891 4546 4 0.641805
28891 4554 3 -0.0165033
28891 4626 4 -1.51839
28891 4666 4 0.275634
28891 4674 2 0.036494
28891 4507 0 0.220772
28891 4555 7 0.345205
28891 4595 9 -1.50802
28891 4627 10 -1.56228
28891 4667 6 -0.346759
28891 4501 11 -2.18997
28891 4517 3 0.141685
28891 4557 3 -0.736097
28891 4589 25 0.101303
28891 4736 9 0.446217
28891 4784 13 -2.14798
28891 4848 3 -1.78819
28891 4733 5 -1.90184
28891 4821 7 -1.47468
28891 5065 10 -1.93017
28891 5013 1 -1.11566
28891 5141 19 -2.24468
28891 5237 0 -0.0319431
28891 5237 1 -1.17713
28891 5285 17 -2.42092
28891 5285 18 0.425981
28891 5309 4 -1.52834
28891 5389 2 -0.116126
28891 5399 2 -1.59497
28891 5664 15 0.462446
28891 5672 3 0.0403647
28891 5549 1 -0.721488
28891 5653 13 -0.633016
28891 5701 16 0.176425
28891 5777 2 -0.091091
28891 5841 1 0.0763624
28891 5841 6 -0.748473
28891 5857 11 -1.64172
28891 5929 0 -0.679312
28891 5945 11 -1.74802
28891 5850 13 -0.0270009
28891 5866 7 -2.22231
28891 5882 19 -1.55179
28891 5914 1 0.170842
28891 5946 29 -2.3876
28891 5740 2 -1.57473
28891 5780 27 2.16455
28891 5908 14 -1.11456
28891 5948 17 -1.92981
28891 5774 24 -1.60434
28891 5798 2 0.259734
28891 5814 7 -1.17369
28891 5854 11 0.138367
28891 5894 14 -0.598803
28891 5918 9 -1.04384
28891 5942 8 -1.79819
28891 6033 3 -0.668387
28891 6081 7 -1.85097
28891 6153 6 -1.45837
28891 6248 23 -1.91692
28891 6256 17 -0.402357
28891 6352 0 -0.595087
28891 6360 29 -2.26275
28891 6392 4 -1.03675
28891 6220 12 -0.224704
28891 6268 14 -2.31662
28891 6245 10 -1.81481
28891 6269 3 0.200406
28891 6389 10 0.461012
28891 6413 11 -1.87042
28891 6548 1 -0.103494
28891 6604 35 -2.33165
28891 6582 4 -2.07564
28891 6662 1 0.138306
28891 6694 12 -1.93738
28891 6826 4 -1.90512
28891 6858 12 1.14654
28891 6859 7 -0.737376
28891 6899 10 -2.00335
28891 6923 0 -1.06135
28891 6774 9 -0.951755
28891 6782 21 -0.0807381
28891 6806 0 -0.969887
28891 6806 6 -1.45474
28891 7031 24 -0.572335
28891 7201 8 -1.6948
28891 7345 10 -0.323592
28891 7203 4 -0.575882
28891 7299 11 0.0971005
28891 7379 4 -1.091
28891 7411 13 -0.0452581
28891 7419 5 -0.00592383
28891 7366 5 0.352069
28891 7199 4 -0.758657
28891 7335 21 -2.15368
28891 7423 19 -2.26905
28891 7472 2 -0.95829
28891 7480 28 -0.489927
28891 7512 3 0.0137757
28891 7441 11 -1.54739
28891 7467 6 -1.64302
28891 7579 16 -2.16276
28891 7526 10 -1.60474
28891 7670 5 -0.595654
28891 7543 10 -1.86041
28891 7639 14 -0.148814
28891 7704 13 -1.52458
28891 7768 8 -1.75697
28891 7792 5 -0.29208
28891 7816 6 -0.743812
28891 7689 0 0.377139
28891 7697 7 -1.9099
28891 7753 6 -1.55007
28891 8112 4 -0.818888
28891 8130 16 -1.3675
28891 8178 9 -2.35044
28891 8076 14 -2.0195
28891 8015 2 -1.93129
28891 8031 23 -2.04113
28891 8264 10 -0.920434
28891 8321 3 -0.491695
28891 8377 4 -1.79426
28891 8401 6 -0.168952
28891 8218 20 -2.31535
28891 8354 18 -2.13582
28891 8370 11 -0.481741
28891 8371 7 -1.29177
28891 8379 18 -0.446785
28891 8395 6 -1.98735
28891 8207 31 -2.24827
28891 8223 25 -2.31236
28891 8231 17 -0.15586
28891 8271 24 -0.191626
28891 8511 16 -1.88676
28891 8655 14 -1.77361
28891 8717 6 -0.155362
28891 8741 6 0.342244
28891 8813 2 -1.38457
28891 8845 18 -2.30195
28891 8901 4 0.300368
28891 8703 13 0.383658
28891 8711 10 0.333679
28891 8911 4 0.146412
28891 9032 25 -0.857867
28891 9088 1 -0.743041
28891 9144 12 -1.25531
28891 9152 3 0.388336
28891 9152 20 0.299982
