Run Event TrackID EndX EndY EndZ
28891 812 8 7.54281 196.871 301.462
28891 860 18 -84.3878 359.317 333.44
28891 876 31 -35.5756 334.695 308.09
28891 940 6 -174.602 413.661 367.124
28891 773 19 -35.4265 487.712 376.05
28891 885 12 -77.9161 383.878 282.074
28891 917 20 -13.6981 92.654 409.176
28891 766 3 -17.8055 99.3636 286.998
28891 822 1 -138.91 35.8662 356.032
28891 942 1 115.856 62.2938 89.526
28891 1043 7 -185.195 301.375 286.053
28891 1155 7 76.9958 264.217 280.896
28891 1171 8 -2.95548 86.8922 120.12
28891 1384 17 -29.1403 340.735 114.273
28891 1400 5 -56.0774 381.71 310.481
28891 1504 2 158.373 370.021 63.8503
28891 1449 20 106.159 423.987 188.755
28891 1325 9 13.8021 179.56 386.003
28891 1333 7 -56.4994 230.359 377.72
28891 1333 8 -94.191 224.673 139.251
28891 1568 9 106.986 430.649 418.806
28891 1640 8 34.8333 195.902 204.297
28891 1712 0 -164.717 190.904 245.083
28891 1549 7 -81.7182 139.129 372.541
28891 1534 16 -14.1742 232.996 393.798
28891 1542 20 -39.9541 414.987 165.845
28891 1646 8 -75.665 288.736 365.392
28891 1718 9 -53.6777 224.739 277.852
28891 2036 10 -184.082 282.702 278.063
28891 2044 3 247.941 250.355 353.485
28891 2044 17 -11.8303 361.524 223.964
28891 2060 11 -110.929 571.866 235.416
28891 2068 36 -20.3574 303.021 189.909
28891 2108 3 -155.702 285.6 188.105
28891 2182 13 -13.1084 350.417 298.045
28891 2222 26 -13.3193 544.06 264.303
28891 2047 4 -181.488 333.391 280.755
28891 2095 8 155.573 206.798 134.15
28891 2349 16 -30.6639 310.048 358.005
28891 2413 0 -10.3982 383.5 416.893
28891 2302 2 91.7749 197.269 176.697
28891 2239 12 -59.8533 389.181 297.966
28891 2383 10 -4.73889 206.667 356.087
28891 2447 1 -345.294 274.77 196.539
28891 2455 20 -10.2048 69.7967 98.6587
28891 2531 8 130.796 258.233 142.5
28891 2603 7 -100.813 187.009 359.366
28891 2611 3 -85.0803 175.073 344.699
28891 2659 14 -60.4285 95.1619 231.041
28891 2699 24 -4.52075 82.3822 323.014
28891 2533 12 50.4645 404.904 218.155
28891 2565 3 -187.995 37.3475 290.73
28891 2653 29 -16.1283 391.156 173.267
28891 2784 0 -210.592 215.805 255.627
28891 2800 17 -26.1894 446.157 368.211
28891 2808 2 -346.119 273.494 34.5899
28891 2856 3 -144.963 146.942 244.509
28891 2968 30 16.1185 294.774 351.376
28891 2961 6 -312.265 204.181 77.2969
28891 2773 23 -49.3286 515.907 307.505
28891 2781 20 -68.0822 135.705 125.11
28891 3066 2 236.83 167.464 317.579
28891 3082 17 -26.4683 380.976 416.585
28891 3146 6 -104.994 239.751 317.296
28891 3170 4 46.7936 106.482 193.399
28891 3262 13 -58.56 440.86 255.724
28891 3302 12 43.6389 279.842 275.117
28891 3521 17 38.699 143.749 119.792
28891 3601 24 -38.4 68.4997 283.674
28891 3633 5 -242.516 148.626 120.05
28891 3633 33 -31.6037 532.955 319.606
28891 3673 9 -350.292 169.096 95.6887
28891 3506 0 -25.8371 421.444 388.27
28891 3555 21 -13.8078 143.797 333.953
28891 3541 38 3.96763 306.129 378.775
28891 3589 3 -55.2378 224.757 409.177
28891 3487 13 -9.43551 436.478 307.423
28891 3615 6 61.3156 205.396 183.679
28891 3695 3 -66.6075 82.0826 396.608
28891 3745 7 53.2701 183.093 226.753
28891 3873 6 -67.4439 336.916 231.889
28891 3897 2 -181.646 120.486 271.53
28891 3921 6 -46.6638 371.919 412.479
28891 3731 13 15.7043 101.762 133.305
28891 3739 13 111.288 110.372 273.443
28891 4025 11 -6.78849 305.768 397.427
28891 4081 9 27.6627 125.292 346.696
28891 4081 13 -87.1828 372.138 376.713
28891 4161 0 -103.688 168.195 71.9389
28891 4161 8 -140.574 244.68 297.174
28891 4169 20 -55.8551 499.634 403.879
28891 4193 4 95.1041 38.1876 176.038
28891 4036 21 -2.26629 360.321 111.663
28891 4124 0 -41.979 227.491 393.988
28891 4140 0 -300.561 131.456 244.462
28891 4250 10 -22.5908 226.197 374.376
28891 4410 17 23.068 57.8453 324.403
28891 4434 9 -22.6549 323.86 322.816
28891 4359 2 -137.432 164.421 385.214
28891 4488 13 -42.1353 405.371 314.422
28891 4568 5 -60.5037 147.642 362.049
28891 4576 34 -14.4625 463.203 316.09
28891 4600 10 -128.238 329.704 372.471
28891 4672 4 -168.092 221.831 283.735
28891 4546 4 33.98 162.228 361.706
28891 4554 3 -24.5443 465.237 383.739
28891 4626 4 -98.3051 129.293 352.261
28891 4666 4 128.179 267.776 256.422
28891 4674 2 -341.597 46.6052 56.6395
28891 4507 0 -318.627 307.061 386.344
28891 4555 7 -75.2298 234.836 107.988
28891 4595 9 -135.25 232.404 344.977
28891 4627 10 -99.1888 485.988 421.377
28891 4667 6 -206.593 120.172 370.831
28891 4501 11 -46.903 373.223 314.688
28891 4517 3 82.1758 135.221 252.637
28891 4557 3 -275.985 71.4488 127.812
28891 4589 25 3.68585 479.52 411.266
28891 4736 9 181.343 205.082 46.5715
28891 4784 13 -55.1983 288.883 51.4923
28891 4848 3 -84.0397 68.6246 272.847
28891 4733 5 -40.0652 292.016 251.378
28891 4821 7 -22.4386 304.117 366.716
28891 5065 10 -89.0831 33.2502 349.784
28891 5013 1 -216.749 207.762 165.495
28891 5141 19 -20.1424 141.77 324.107
28891 5237 0 52.0668 292.158 133.446
28891 5237 1 -14.4774 107.472 331.734
28891 5285 17 -12.4831 183.959 396.497
28891 5285 18 8.93501 464.514 77.5118
28891 5309 4 -36.9868 236.232 386.326
28891 5389 2 64.0827 122.633 31.7164
28891 5399 2 -142.424 296.205 400.486
28891 5664 15 27.5518 391.445 232.055
28891 5672 3 -65.7276 160.099 385.274
28891 5549 1 -29.4329 339.446 246.909
28891 5653 13 -132.095 269.088 346.406
28891 5701 16 -16.6766 449.459 355.251
28891 5777 2 -78.7632 205.977 370.319
28891 5841 1 -73.6505 42.8349 232.682
28891 5841 6 -19.9487 296.264 255.289
28891 5857 11 -6.8964 321.849 400.967
28891 5929 0 -218.943 190.407 414.695
28891 5945 11 -117.193 354.616 77.2506
28891 5850 13 -104.046 247.562 278.101
28891 5866 7 -43.6543 101.427 131.072
28891 5882 19 -4.90143 476.59 351.355
28891 5914 1 -110.08 77.7244 418.161
28891 5946 29 17.2594 118.919 108.227
28891 5740 2 -115.743 265.589 371.494
28891 5780 27 335.109 40.7967 220.029
28891 5908 14 -212.251 414.631 237.815
28891 5948 17 89.9891 374.84 112.521
28891 5774 24 -39.7808 540.137 254.486
28891 5798 2 -156.607 70.1738 295.225
28891 5814 7 -2.1588 70.853 376.72
28891 5854 11 -81.5912 159.27 336.676
28891 5894 14 -60.9987 373.234 374.734
28891 5918 9 -57.611 297.068 426.953
28891 5942 8 -90.8771 406.385 387.796
28891 6033 3 -135.495 370.13 280.458
28891 6081 7 54.9196 161.151 192.96
28891 6153 6 32.9652 132.553 96.7236
28891 6248 23 1.79462 411.73 428.732
28891 6256 17 -59.7272 367.672 307.888
28891 6352 0 -297.626 242.43 174.602
28891 6360 29 20.0293 335.393 73.03
28891 6392 4 -197.732 265.641 410.443
28891 6220 12 26.6583 370.35 310.553
28891 6268 14 7.29536 134.025 165.919
28891 6245 10 -86.5482 353.019 285.98
28891 6269 3 -30.3417 280.1 345.468
28891 6389 10 31.0429 218.343 361.615
28891 6413 11 -98.4826 316.863 51.3165
28891 6548 1 -264.485 326.354 303.325
28891 6604 35 25.9816 312.114 156.132
28891 6582 4 -66.7027 218.619 69.7144
28891 6662 1 -124.434 137.26 265.146
28891 6694 12 -81.832 284.768 269.887
28891 6826 4 -38.8769 140.576 356.894
28891 6858 12 -127.455 282.895 320.291
28891 6859 7 -15.8952 274.999 235.322
28891 6899 10 77.7361 226.403 136.594
28891 6923 0 164.4 110.108 143.47
28891 6774 9 81.5347 277.1 328.945
28891 6782 21 -27.4523 472.669 360.668
28891 6806 0 -102.054 336.305 300.718
28891 6806 6 -26.8642 131.783 349.653
28891 7031 24 -25.4279 431.174 264.072
28891 7201 8 -84.9237 301.464 275.243
28891 7345 10 -67.1563 224.66 311.167
28891 7203 4 -73.6914 74.5273 268.182
28891 7299 11 -5.94593 402.596 299.051
28891 7379 4 91.4553 227.56 151.607
28891 7411 13 -83.0204 240.269 276.183
28891 7419 5 215.864 153.48 176.767
28891 7366 5 -74.7749 272.002 347.025
28891 7199 4 -91.3854 46.658 343.974
28891 7335 21 -40.1411 305.556 312.28
28891 7423 19 -35.8212 422.03 151.628
28891 7472 2 -241.916 201.234 293.996
28891 7480 28 16.5242 572.231 360.72
28891 7512 3 -332.14 134.042 57.6612
28891 7441 11 -26.471 303.337 279.565
28891 7467 6 9.21972 72.5387 344.769
28891 7579 16 -53.0415 33.5474 346.755
28891 7526 10 -139.372 323.051 332.711
28891 7670 5 -107.095 177.315 356.543
28891 7543 10 -100.251 353.849 123.74
28891 7639 14 14.6317 372.812 391.183
28891 7704 13 52.3083 305.527 258.246
28891 7768 8 -42.1989 297.461 287.673
28891 7792 5 -128.957 156.854 381.788
28891 7816 6 -111.494 116.682 336.696
28891 7689 0 -85.9752 190.319 402.289
28891 7697 7 -12.583 44.0709 251.413
28891 7753 6 -148.601 284.358 388.174
28891 8112 4 -183.402 405.221 384.978
28891 8130 16 -9.41761 297.414 356.462
28891 8178 9 23.5858 271.372 245.575
28891 8076 14 -74.9431 306.552 140.47
28891 8015 2 -88.8638 172.604 258.883
28891 8031 23 -71.8002 93.5057 296.552
28891 8264 10 -170.064 466.606 317.57
28891 8321 3 -64.0993 167.349 269.946
28891 8377 4 -110.097 115.546 428.413
28891 8401 6 -13.9329 310.341 313.178
28891 8218 20 -14.5707 85.0172 335.366
28891 8354 18 -56.7426 226.519 413.046
28891 8370 11 -8.4848 454.781 234.96
28891 8371 7 -166.081 77.7449 348.681
28891 8379 18 -71.2421 100.921 375.706
28891 8395 6 -2.84313 138.529 395.3
28891 8207 31 39.7225 123.555 369.044
28891 8223 25 29.4419 47.5584 199.28
28891 8231 17 108.783 137.531 432.92
28891 8271 24 -22.5338 361.854 404.743
28891 8511 16 -70.2998 374.197 232.254
28891 8655 14 -27.034 287.646 391.406
28891 8717 6 -117.88 152.613 356.428
28891 8741 6 -136.2 185.085 322.982
28891 8813 2 -174.421 283.094 121.797
28891 8845 18 30.9892 466.545 373.299
28891 8901 4 -93.4182 145.574 410.772
28891 8703 13 300.37 107.326 354.044
28891 8711 10 -69.4602 148.812 310.96
28891 8911 4 -85.4372 128.358 233.052
28891 9032 25 -55.7694 307.295 399.736
28891 9088 1 -217.702 32.045 276.076
28891 9144 12 -59.4642 117.533 108.488
28891 9152 3 -202.345 190.523 306.318
28891 9152 20 -19.0387 416.583 302.848
28891 9033 2 -76.5735 73.9333 294.575
28891 9041 10 -33.209 232.407 232.416
28891 9121 2 -344.148 152.429 416.297
28891 8979 24 -65.0309 346.95 367.498
28891 9011 0 -113.061 245.757 280.56
28891 9123 11 -158.192 305.434 261.78
28891 9256 1 -63.4779 84.6924 355.245
28891 9392 11 27.9942 255.809 276.195
28891 9181 29 -12.1151 354.111 385.984
28891 9237 10 -86.5185 74.1378 408.296
28891 9301 5 -90.1662 326.808 273.286
28891 9413 3 -1.78629 33.6116 95.7804
28891 9500 9 -89.8575 281.324 84.8741
28891 9572 1 -67.8617 62.8696 420.475
28891 9487 6 -118.971 69.8268 156.003
28891 9543 45 -8.73395 318.512 285.874
28891 9551 3 -210.436 114.123 349.847
28891 9591 2 -23.1632 218.276 383.488
28891 9607 17 72.7296 151.012 124.488
28891 9681 9 -3.84261 224.245 274.498
28891 9697 7 -5.09664 283.748 334.496
28891 9705 14 -115.21 333.832 318.698
28891 9841 5 -164.857 372.962 262.851
28891 9873 4 -85.512 177.133 403.187
28891 9897 0 -335.784 75.6834 191.672
28891 9746 9 -49.5075 219.764 237.641
28891 9770 5 -129.069 222.373 412.838
28891 9694 34 -11.9936 562.627 106.637
28891 9774 0 86.462 369.791 415.354
28891 9854 6 32.4254 228.177 371.023
28891 9687 5 -47.2262 134.9 298.508
28891 9799 11 48.4774 159.479 123.236
28891 9887 1 13.2701 123.991 371.838
28891 9903 6 -9.38518 462.872 356.719
28891 10445 11 34.0847 270.88 104.86
28891 10533 16 -17.2052 227.357 269.109
28891 10581 9 -116.641 133.124 119.702
28891 10613 27 -3.843 496.309 226.474
28891 10406 11 -9.89501 299.481 279.811
28891 10406 15 34.9975 241.676 230.229
28891 10550 19 48.9727 509.053 193.904
28891 10574 11 61.0474 213.644 158.302
28891 10638 18 6.49807 310.245 168.807
28891 10439 4 -35.9482 45.6937 298.706
28891 10503 1 -58.9421 89.6409 282.307
28891 10535 12 -42.4948 167.643 291.806
28891 10575 2 -3.82563 224.539 296.614
28891 10575 17 52.9006 100.961 141.248
28891 10583 9 -28.8562 447.931 363.713
28891 10583 18 329.924 441.429 324.358
28891 10672 1 -28.8529 117.801 127.272
28891 10832 18 298.782 248.205 254.327
28891 10777 5 -67.1482 228.915 399.672
28891 10777 13 34.6839 364.199 224.617
28891 10865 14 -14.9985 221.939 274.776
28891 10881 21 -42.9143 456.34 417.931
28891 10836 7 7.78508 227.101 250.225
28891 10836 18 67.6283 387.823 203.256
28891 10868 19 -24.5046 300.39 335.421
28891 10928 0 61.6498 65.0804 293.447
28891 10929 9 70.5015 104.735 184.109
28891 10945 6 -67.4042 320.932 82.3076
28891 10985 17 -94.6356 400.97 378.604
28891 10993 15 -9.94264 360.72 257.81
28891 11145 0 108.716 299.189 209.378
28891 11038 17 21.5607 220.702 336.52
28891 11102 0 -314.549 57.2 253.101
28891 11158 19 15.4538 293.116 336.921
28891 11172 12 -82.5063 136.761 286.919
28891 11276 9 -25.4435 179.868 63.372
28891 11316 3 -145.355 241.246 327.036
28891 11165 8 2.39047 33.1441 149.455
28891 11261 11 -129.44 375.16 293.01
28891 11325 4 -20.0491 90.0632 276.033
28891 11174 9 -44.4882 276.122 404.53
28891 11206 19 31.0881 207.6 192.09
28891 11596 32 349.701 303.978 83.6663
28891 11612 21 -23.0313 489.588 325.337
28891 11533 14 -214.287 189.157 293.928
28891 11621 21 6.99445 147.966 344.242
28891 11629 12 101.675 368.324 362.175
28891 11660 17 -62.8972 43.4437 232.576
28891 11748 13 -82.9443 258.599 254.925
28891 11836 12 -141.43 303.063 323.769
28891 11831 6 -136.256 45.4724 363.082
28891 11903 4 -94.2465 134.9 397.911
28891 11928 12 50.525 276.776 398.296
28891 11960 13 -326.725 135.449 415.042
28891 12080 9 -171.185 163.435 216.877
28891 12144 2 -13.5601 126.027 306.468
28891 11932 7 -117.532 347.215 283.186
28891 11940 5 -105.056 145.775 155.329
28891 12084 10 33.0265 220.704 97.8624
28891 12207 3 -238.292 124.048 141.943
28891 12247 6 22.3108 234.969 64.2115
28891 12432 7 -133.115 192.983 160.621
28891 12464 4 -17.8437 359.642 310.696
28891 12568 30 -9.21927 388.603 288.572
28891 12608 18 66.396 465.046 408.625
28891 12697 10 -4.05076 263.67 326.91
28891 12721 15 -30.4099 414.004 408.676
28891 12737 20 314.268 253.147 138.881
28891 12809 20 -35.2819 72.1138 261.698
28891 12833 15 -23.227 377.21 292.673
28891 12857 10 16.9002 385.212 232.808
28891 12659 20 -17.7508 521.217 367.092
28891 12885 3 -61.9404 51.9354 394.637
28891 12670 2 -12.0893 45.0555 245.735
28891 12726 7 -63.2448 118.389 330.283
28891 12830 27 -57.9604 496.777 42.5913
28891 12912 22 2.53241 441.006 434.292
28891 13136 6 205.816 347.778 289.32
28891 13028 6 135.555 102.303 85.6449
28891 13044 5 -249.064 137.911 157.203
28891 13060 12 280.977 366.074 141.343
28891 13076 1 -138.556 89.0243 232.561
28891 13077 15 19.3052 327.677 186.284
28891 13304 10 -76.6279 254.701 269.352
28891 13328 11 -10.3818 295.633 350.587
28891 13336 3 -257.625 89.8672 258.522
28891 13189 4 -120.638 190.904 257.606
28891 13357 8 -35.7631 244.06 319.098
28891 13223 4 -1.44812 31.8541 317.394
28891 13327 19 -59.2254 254.147 196.34
28891 13463 11 -145.716 470.169 347.781
28891 13511 8 -128.047 244.21 284.891
28891 13543 8 -85.4924 98.5607 346.541
28891 13583 6 -71.4603 295.953 409.792
28891 13631 6 -25.9896 213.716 298.455
28891 13644 5 -196.059 181.088 309.126
28891 13837 8 -51.0771 213.153 325.353
28891 13719 19 -67.9731 430.316 399.52
28891 13847 0 -112.994 49.5302 373.824
28891 13964 8 49.2995 93.8387 265.521
28891 13903 8 -125.99 65.2482 313.699
28891 13983 15 5.44051 350.51 323.62
28891 14007 15 -53.0105 459.59 421.666
28891 14015 16 -29.3725 370.051 372.875
28891 14055 4 -107.081 50.311 178.852
28891 14176 8 137.698 215.985 126.374
28891 14232 13 -42.4426 397.341 330.24
28891 14336 6 -125.623 104.242 205.371
28891 14195 29 -12.6879 449.438 322.736
28891 14237 13 49.8229 217.532 159.924
28891 14309 10 2.16332 216.616 61.2441
28891 14333 20 34.6145 366.872 316.988
28891 14478 9 82.3528 271.259 340.284
28891 14486 1 34.3647 40.5926 318.244
28891 14743 28 -21.6492 385.69 368.5
28891 14767 2 62.6691 57.2545 295.237
28891 14775 4 31.0636 64.6214 418.674
28891 14938 3 -126.856 87.9395 121.95
28891 14962 26 61.0999 401.489 134.613
28891 14987 1 73.096 174.967 253.958
28891 15051 11 -16.8243 386.64 171.501
28891 15075 12 76.6242 288.38 236.347
28891 15091 9 108.994 349.125 348.143
28891 15115 2 -19.6916 42.6332 359.358
28891 15115 6 65.4301 91.4811 270.845
28891 14886 5 79.9336 73.3145 298.256
28891 14942 7 -57.5118 190.755 425.56
28891 15329 13 -36.9863 408.349 325.656
28891 15337 15 50.7022 166.589 411.756
28891 15170 5 -71.8872 160.62 82.4382
28891 15186 5 -65.6432 108.05 342.481
28891 15194 8 -80.6306 195.218 314.114
28891 15202 12 -82.2807 255.639 393.894
28891 15298 22 -42.1007 433.518 374.429
28891 15220 27 11.6092 503.293 325.205
28891 15348 10 -56.749 263.423 306.37
28891 15560 6 -193.94 197.987 257.724
28891 15584 20 -2.81572 313.65 319.602
28891 15412 11 -82.3433 311.063 249.113
28891 15429 1 -42.5638 164.777 307.229
28891 15549 2 26.146 30.7913 232.688
28891 15422 11 37.4659 397.569 213.603
28891 15470 4 -34.8802 254.335 289.573
28891 15431 18 113.013 393.342 330.85
28891 15495 27 -27.2954 466.022 238.847
28891 15543 11 -70.8226 164.539 316.511
28891 15690 11 -94.5966 244.739 417.334
28891 15746 8 -110.348 174.611 100.533
28891 15802 6 12.2707 176.4 60.5534
28891 15834 7 -119.752 318.982 193.107
28891 15772 4 -77.2517 103.99 338.088
28891 15780 13 -34.3291 373.047 338.031
28891 15662 19 32.4233 432.512 322.83
28891 15678 4 135.576 55.8886 382.904
28891 15758 1 -157.929 148.966 322.983
28891 15766 0 -122.744 74.9033 424.274
28891 15890 1 -83.9674 249.721 385.247
28891 16018 0 -314.956 89.9837 378.88
28891 16018 6 -185.709 67.5691 107.737
28891 15974 0 -46.0303 271.571 347.361
28891 16006 2 -55.1464 91.6173 327.257
28891 16038 7 -115.989 230.125 238.521
28891 16038 20 14.4643 466.364 244.327
28891 15887 14 -84.9725 426.966 429.51
28891 16015 2 -117.025 244.56 404.584
28891 16079 12 17.8302 130.926 162.725
28891 16124 20 -21.5021 221.564 237.18
28891 16132 10 -112.476 106.722 129.528
28891 16172 5 -81.8608 155.211 246.309
28891 16236 11 -74.4606 198.268 63.5905
28891 16207 11 337.005 338.623 349.343
28891 16263 10 -57.1541 306.544 301.151
28891 16319 34 6.77124 357.716 264.903
28891 16456 11 -210.572 345.251 244.599
28891 16472 5 -60.0542 192.903 394.587
28891 16480 11 -67.5151 60.1032 308.44
28891 16592 13 135.877 171.663 191.707
28891 16858 2 -179.335 246.214 252.521
28891 16755 21 -21.3041 361.107 47.2377
28891 16763 23 -42.1297 506.299 400.918
28891 16811 11 -341.996 357.248 333.044
28891 16819 5 20.4598 241.343 428.572
28891 16827 15 -15.1966 296.775 324.485
28891 16843 8 -41.9819 151.337 254.689
28891 17090 4 59.7749 237.299 321.513
28891 17098 13 17.8044 296.166 321.203
28891 16867 3 27.6832 181.491 359.374
28891 16899 10 -47.0762 386.769 336.518
28891 16971 9 300.763 64.131 225.665
28891 17075 12 -41.7351 262.592 63.4841
28891 17091 1 -206.653 171.681 375.202
28891 17099 0 -212.91 157.157 426.06
28891 17189 13 43.3817 213.561 418.44
28891 17221 1 -58.2511 209.673 372.251
28891 17293 5 -120.047 304.328 206.818
28891 17214 9 -31.0764 415.56 264.699
28891 17214 10 -117.3 311.119 286.317
28891 17278 2 150.25 267.526 210.266
28891 17310 4 29.1785 76.9254 108.371
28891 17310 8 -216.683 232.32 54.3275
28891 17358 2 -51.8378 63.0026 206.76
28891 17366 7 -200.432 80.4458 57.9541
28891 17462 20 -79.4725 380.802 358.718
28891 17510 12 -100.801 277.213 348.942
28891 17860 2 100.375 114.392 361.902
28891 17932 34 -15.7865 318.468 249.158
28891 18052 1 157.202 87.3536 105.299
28891 18170 8 -6.54164 376.64 258.041
28891 18226 13 11.2064 174.001 164.096
28891 18290 9 -55.1344 254.162 234.346
28891 18314 17 -58.0842 271.196 151.717
28891 18109 20 45.2722 274.405 322.932
28891 18498 0 -346.021 205.765 309.441
28891 18522 0 -263.112 84.6093 364.219
28891 18350 3 -87.9893 182.727 351.492
28891 18574 18 -17.6195 445.986 381.004
28891 18582 3 -31.0845 205.711 368.535
28891 18423 10 -47.0249 71.1081 322.95
28891 18439 8 -30.7548 57.6497 328.784
28891 18487 1 -57.959 109.053 118.519
28891 18575 7 20.9883 32.3968 328.517
28891 18731 2 284.051 286.92 116.052
28891 18747 20 -289.734 188.218 340.298
28891 18843 2 -33.1471 64.8843 247.238
28891 18654 4 -55.3865 164.852 281.905
28891 18702 2 -182.702 42.8984 112.411
28891 18710 4 -171.726 99.1626 232.312
28891 18953 9 -66.1587 148.138 174.232
28891 19009 0 28.5431 35.7838 428.332
28891 18919 7 41.6945 129.75 255.754
28891 18919 8 -92.5165 160.529 141.213
28891 18943 7 -89.6869 230.03 384.653
28891 19047 7 -69.1136 383.207 319.546
28891 19122 12 -42.0932 128.488 294.923
28891 19338 6 46.3272 386.857 210.915
28891 19174 6 -193.08 239.665 266.362
28891 19310 5 -84.0349 111.996 309.325
28891 19310 9 40.6731 317.144 177.097
28891 19418 17 -67.4506 173.204 279.328
28891 19458 16 -22.2183 79.3349 281.655
28891 19443 5 -128.171 59.4737 294.53
28891 19507 16 313.338 30.2613 256.882
28891 19555 17 89.4685 387.19 422.038
28891 19374 11 -27.7733 111.196 142.926
28891 19486 10 52.7075 139.826 395.574
28891 19502 3 35.0769 88.7373 264.061
28891 19558 6 -43.3719 368.744 248.145
28891 19582 17 -45.8101 438.986 392.529
28891 19707 1 -204.876 310.867 150.58
28891 19731 1 -343.746 353.489 143.908
28891 19779 13 35.5583 372.869 108.34
28891 19631 4 5.29986 313.166 322.016
28891 19647 12 -70.2857 300.358 390.547
28891 19663 1 -173.717 171.389 430.947
28891 19791 27 66.8247 309.039 276.255
28891 20193 1 131.993 82.5691 363.754
28891 20257 3 -112.807 112.742 318.381
28891 20265 4 115.645 78.2296 287.202
28891 20289 5 -70.0369 182.024 363.777
28891 20381 13 -72.9258 451.892 321.524
28891 20501 9 -117.548 229.822 344.119
28891 20541 10 49.1234 413.444 306.23
28891 20398 53 -11.9642 382.051 237.585
28891 20542 6 -145.215 84.0874 433.342
28891 20550 0 -198.357 217.569 259.671
28891 20624 8 -34.0296 442.516 274.355
28891 20704 2 54.1751 30.7752 62.5802
28891 20768 17 -52.4821 320.774 366.018
28891 20776 9 -75.6753 432.791 339.027
28891 21032 21 -6.96322 462.827 105.827
28891 20906 0 -1.00194 265.827 328.785
28891 20906 2 -224.479 69.3596 297.908
28891 21026 10 -112.015 290.479 411.417
28891 21066 22 -9.96368 481.788 303.267
28891 21251 6 -31.2366 59.4593 327.832
28891 21344 6 66.6946 68.058 191.724
28891 21352 10 -67.7319 162.751 295.691
28891 21408 21 12.1787 434.912 122.092
28891 21544 22 6.60191 299.622 78.7838
28891 21537 8 -19.7477 84.3713 280.05
28891 21341 2 -22.7937 264.612 380.302
28891 21592 3 -71.4459 56.097 310.964
28891 21808 1 -175.719 52.0483 380.384
28891 21682 2 -158.899 127.704 249.656
28891 21746 3 140.537 227.755 262.817
28891 21746 6 -100.052 239.172 396.516
28891 21754 7 -166.322 226.415 252.518
28891 21794 6 116.59 318.741 85.8029
28891 21614 18 -99.564 270.652 106.383
28891 21622 3 82.5382 154.232 365.254
28891 21742 12 -20.0029 341.475 387.42
28891 21782 1 63.6465 117.331 397.093
28891 21790 8 318.606 74.6389 372.669
28891 21849 0 -97.4978 159.408 369.613
28891 22017 3 -163.544 94.9689 417.518
28891 22041 10 36.5944 282.139 253.801
28891 21835 3 142.359 144.979 421.012
28891 21931 10 18.6872 287.1 147.382
28891 21955 14 -35.4488 58.4176 66.0393
28891 21909 9 -251.069 100.624 117.74
28891 21933 7 -63.61 195.596 396.384
28891 22045 34 326.922 220.726 369.831
28891 22244 9 -118.511 181.993 159.146
28891 22276 11 73.7354 105.98 98.8426
28891 22292 7 45.2891 219.334 379.674
28891 22300 4 -39.6129 232.345 357.025
28891 22117 16 34.0371 88.6021 222.788
28891 22213 18 -19.6165 205.906 393.34
28891 22253 11 -19.5893 39.6827 346.432
28891 22370 16 -9.70467 260.613 272.92
28891 22506 12 -44.6624 86.2045 361.075
28891 22403 5 122.764 117.081 75.8769
28891 22459 39 -42.4179 554.076 342.555
28891 22555 16 -8.04155 390.219 301.069
28891 22563 17 -26.417 199.003 348.477
