Run Event TrackID VertexX VertexY VertexZ
28891 24663 12 52.4281 585.576 448.695
28891 24671 16 37.1855 227.093 258.629
28891 24727 0 113.977 599.814 107.014
28891 24727 9 55.8854 249.118 447.43
28891 160872 5 77.0803 584.739 407.435
28891 160952 15 -117.981 338.021 5.8214
28891 24553 6 165.642 602.875 199.68
28891 24561 0 49.8031 597.71 36.5292
28891 24577 26 92.849 181.004 303.159
28891 24593 18 33.2239 595.719 134.976
28891 24609 1 44.7541 597.227 227.037
28891 24657 6 36.3786 592.376 229.993
28891 24777 11 38.9475 487.572 10.2672
28891 24777 13 -80.8719 530.152 145.498
28891 210616 4 123.962 557.094 458.758
28891 210616 16 10.3994 595.597 119.727
28891 210704 5 -57.809 393.317 44.8896
28891 345245 25 -14.468 461.28 127.594
28891 345253 12 126.179 471.396 455.942
28891 345293 1 138.857 597.173 420.694
28891 345397 13 60.8666 591.949 366.966
28891 345413 11 92.2136 593.922 233.531
28891 304105 4 80.4342 590.457 368.292
28891 304241 9 52.0205 274.579 446.566
28891 304305 8 100.108 596.46 220.955
28891 296355 9 -32.4597 520.476 232.747
28891 296531 15 9.19928 587.858 345.164
28891 296547 2 -40.9288 572.84 245.977
28891 335306 3 9.91193 588.873 237.539
28891 335386 9 79.242 592.58 292.241
28891 335498 0 -282.905 604.176 301.337
28891 96328 5 -13.0524 390.073 188.063
28891 170042 0 274.378 207.475 281.16
28891 170074 10 18.5919 586.281 287.242
28891 305963 20 35.0394 587.575 235.752
28891 282725 10 -137.448 429.467 71.5513
28891 282829 8 47.806 588.733 261.638
28891 172636 8 16.7668 595.256 117.833
28891 172692 9 -37.9125 586.709 266.407
28891 172780 17 110.106 596.474 419.792
28891 120860 8 42.2901 594.633 455.659
28891 120900 1 -341.038 493.673 373.278
28891 120932 2 264.102 584.93 125.183
28891 102955 1 8.47416 579.959 232.592
28891 103043 14 97.0855 595.213 201.052
28891 103051 5 218.528 603.852 276.655
28891 103171 8 20.7294 374.426 445.06
28891 295973 5 126.469 596.326 319.426
28891 295989 13 28.8566 438.18 11.5675
28891 296021 9 49.8225 597.253 28.4154
28891 296045 29 8.27914 599.358 43.3532
28891 193982 4 13.1163 590.26 353.389
28891 193990 15 -42.2802 405.581 35.748
28891 194006 11 29.8998 460.616 10.151
28891 194030 8 94.8794 595.828 351.996
28891 327715 2 110.671 591.444 12.2423
28891 327795 7 -81.2255 376.051 227.344
28891 309759 0 -29.2152 593.2 405.694
28891 309879 5 -3.92614 503.519 236.789
28891 216514 8 42.0796 596.97 227.338
28891 216522 4 25.6974 590.745 326.445
28891 216650 11 67.9485 564.294 458.311
28891 216714 8 -96.7159 599.384 48.0782
