Run Event TrackID Pandora_T0_ms
28891 307115 12 -1.16414
28891 307171 14 -0.697682
28891 307195 0 -0.160121
28891 307211 16 0.245886
28891 307243 13 -2.14519
28891 341466 6 -1.97408
28891 341522 2 -0.492737
28891 341562 29 -2.14006
28891 341666 5 -0.825458
28891 341674 11 -0.992061
28891 341714 8 -0.293869
28891 108594 0 0.219587
28891 357918 0 -1.05464
28891 357982 5 -1.34765
28891 264765 1 0.132807
28891 296401 2 -0.224177
28891 296417 9 -0.650864
28891 296441 11 0.0094965
28891 296457 21 -0.538702
28891 296521 14 0.249026
28891 206592 6 0.374041
28891 206640 1 -0.2173
28891 95536 1 -0.126367
28891 258196 9 -1.57035
28891 258308 10 -1.5775
28891 304550 1 0.23744
28891 304702 5 -0.0261935
28891 304718 7 0.221786
28891 251733 0 -1.13022
28891 251741 7 0.115038
28891 251789 1 -0.0841245
28891 251901 0 0.00443024
28891 251917 14 0.117765
28891 179164 4 -0.170549
28891 179228 13 -0.606019
28891 179252 20 -1.66547
28891 12764 1 -1.22723
28891 12780 28 -0.397287
28891 9276 13 -0.124857
28891 172929 4 -1.786
28891 172953 8 0.222744
28891 173081 5 -0.25154
28891 173097 23 0.0991352
28891 236670 10 -1.70153
28891 80609 12 -1.68111
28891 80665 1 -1.03181
28891 80673 11 -1.55262
28891 47796 6 -0.0425857
28891 321438 9 0.267975
28891 321518 7 -0.969413
28891 321566 12 0.248268
28891 324139 16 -1.90566
28891 324139 20 -1.96248
28891 324219 28 -2.30158
28891 188637 10 0.0251329
28891 188685 13 -0.822533
28891 212057 11 -0.942612
28891 212161 11 0.12844
28891 356212 2 -0.551144
28891 356260 17 -2.01013
28891 356260 18 -1.461
28891 82324 34 -2.43385
28891 68082 5 -1.36899
28891 68098 6 -0.0712761
28891 68178 2 -0.349779
28891 202204 4 -0.243042
28891 202292 8 0.326705
28891 115190 11 0.227767
28891 115206 6 -0.71732
28891 267065 31 0.407085
28891 267081 36 -1.09437
28891 218781 7 -1.29918
28891 218813 6 -0.177475
28891 218861 13 -2.13156
28891 218869 8 -1.73059
28891 218909 14 -0.0223433
28891 167215 7 -1.22157
28891 167279 19 -1.20825
28891 40935 14 0.368274
28891 40991 24 0.449452
28891 40991 26 0.253069
28891 40999 6 -0.703468
28891 41007 12 -0.467028
28891 55626 15 0.382773
28891 55626 19 -2.0254
28891 55674 0 -1.6713
28891 280633 21 -1.84406
28891 69937 15 -0.641866
28891 70049 10 -0.383196
28891 70177 5 -0.0654354
28891 320171 8 -0.993697
28891 320211 9 -0.843445
28891 320267 23 -2.36092
28891 132599 5 -0.896325
28891 132607 6 -1.53881
28891 132615 2 0.0538781
28891 132647 10 -2.05286
28891 135445 7 -1.71016
28891 135493 4 -1.62612
28891 135573 13 2.41651
28891 283308 4 -1.33598
28891 283340 4 0.446469
28891 283380 5 -2.27313
28891 283396 8 -1.8482
28891 17652 10 -0.679592
28891 17764 6 -0.658914
28891 101277 9 -1.60542
28891 101325 3 -0.181598
28891 275037 6 -0.898578
28891 275085 1 -0.787147
28891 275181 8 -1.30651
28891 275213 17 0.42056
28891 96513 9 -0.196124
28891 96561 15 -0.123997
28891 96641 1 -0.963011
28891 59311 20 0.0384785
28891 59375 11 -0.378239
28891 59391 30 -2.33899
28891 59415 11 -2.26481
28891 59447 15 -2.02871
28891 59503 3 -0.404515
28891 7556 12 -1.71825
28891 309593 2 -1.28478
28891 309697 0 -0.853339
28891 96044 15 -1.99472
28891 96076 2 0.446299
28891 367748 11 -1.8134
28891 204216 22 -2.33117
28891 31164 5 -0.577192
28891 31180 18 -1.42577
28891 333884 18 -1.98602
28891 334028 19 -0.41411
28891 272087 5 -1.47909
28891 272111 27 -1.45167
28891 260152 18 0.0883044
28891 260248 5 0.0751007
28891 346525 5 -0.98761
28891 346541 1 -0.340962
28891 346605 22 -2.31501
28891 35752 2 -1.35232
28891 35840 6 -1.86917
28891 35944 38 -1.90623
28891 265225 0 -0.511302
28891 265273 9 -1.09586
28891 265313 4 -1.02403
28891 52647 7 -2.07856
28891 52647 19 -2.08142
28891 52727 20 -2.22295
28891 293247 13 -1.45857
28891 165013 6 -1.12503
28891 165157 4 -1.59923
28891 165165 14 -0.074378
28891 136197 12 0.396492
28891 136325 22 -2.29955
28891 208498 2 0.0155133
28891 79376 12 2.08545
28891 79424 12 0.468457
28891 110390 16 -1.8049
28891 110438 14 -0.87678
28891 110542 10 -1.17325
28891 8828 22 -2.15819
28891 8892 22 -1.16972
28891 78446 27 -2.33091
28891 78478 8 -0.169888
28891 78542 24 -0.0702082
28891 14182 5 -2.16348
28891 14342 1 -0.595701
28891 17783 3 0.39285
28891 173178 3 -0.201501
28891 173290 2 -0.840752
28891 173330 15 -2.12043
28891 291120 0 -1.06674
28891 291120 2 0.0677267
28891 162470 3 -0.637819
28891 162502 9 -0.743292
28891 185770 17 0.161203
28891 185802 1 -0.882799
28891 82447 3 -0.382295
28891 241127 10 -1.89857
28891 241151 11 1.28631
28891 241151 22 1.85704
28891 241303 1 0.216095
28891 108274 13 -0.00502844
28891 355464 14 -1.94633
28891 355480 4 0.0996429
28891 355480 10 -0.767746
28891 355504 3 0.434784
28891 180796 7 -1.7822
28891 180828 8 -0.208774
28891 180900 4 0.185991
28891 180932 0 -0.0767413
28891 180948 20 0.179359
28891 180956 2 0.365138
28891 180964 8 -1.52815
28891 276073 1 0.0363998
28891 339325 18 -1.58817
28891 339341 8 -1.68509
28891 339469 14 -2.25429
28891 197793 24 -2.04796
28891 197833 1 -1.30844
28891 197841 4 -0.11766
28891 228757 9 -1.63489
28891 228773 28 -2.27188
28891 228805 10 -1.51674
28891 228829 17 -1.67717
28891 228877 18 0.470562
28891 130349 1 -1.87309
28891 130413 9 0.227694
28891 271380 6 -0.0532409
28891 272668 20 -2.30819
28891 278040 7 -1.01819
28891 278088 2 -0.517632
28891 278104 6 -1.10168
28891 278168 1 -0.464477
28891 268403 7 0.420568
28891 268403 22 -1.43058
28891 268547 22 -1.99344
28891 93481 3 -1.40042
28891 265259 31 -2.32755
28891 265347 3 -1.53894
28891 136706 13 -1.81696
