Run Event TrackID EndX EndY EndZ
28891 149782 27 26.2212 298.998 52.0764
28891 194160 12 -83.0402 336.102 360.506
28891 26191 13 -38.4149 396.725 295.343
28891 26287 4 -266.104 66.9161 158.136
28891 156523 16 -114.265 272.497 47.1145
28891 208897 8 3.14455 277.676 252.808
28891 208921 5 -38.6612 47.3667 282.519
28891 208945 10 -47.2385 46.3081 279.713
28891 147913 10 -175.389 276.674 380.752
28891 147929 13 -5.97353 435.336 268.889
28891 148025 6 43.2772 89.0471 180.443
28891 322940 5 18.1575 89.8888 165.667
28891 323052 5 -24.1088 101.126 232.626
28891 323076 6 -74.9212 302.416 311.778
28891 27171 7 -197.038 249.761 268.475
28891 27235 2 159.828 34.5906 221.297
28891 46910 0 -238.308 148.457 347.297
28891 47054 0 44.3063 100.795 208.706
28891 47110 7 -155.068 165.554 75.1992
28891 306305 3 -71.3829 71.3153 230.2
28891 306321 5 44.8249 322.333 228.973
28891 306417 17 -58.6373 398.046 387.843
28891 91791 1 -162.103 90.5164 370.03
28891 91815 13 -63.2816 176.584 79.1294
28891 91847 6 -151.209 130.426 237.924
28891 91911 16 -99.6294 301.863 343.339
28891 148846 3 -5.91428 210.969 315.188
